Metrics,LoadPoint,Node, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Tx Utilization,0,all, ,69.82519699034303,70.80437229693702,70.62688350415704,70.45383810257321,70.83439974722042,70.129628532496,70.74843493887869,70.03181468096452,70.85358532298517,70.2888105535478
Tx Utilization,1,all, ,103.74105890949306,102.28394257163734,103.62424709204731,103.21386535537255,101.86946304085946,103.4742678278729,103.69934040326244,103.36209688567648,103.72358157078816,103.91584217074471
Tx Utilization,2,all, ,135.70837529869462,135.72937772774847,133.30488575547525,135.07126212058375,133.0709263976934,136.4060568359105,134.65234907281237,136.58292355392302,135.15634812488892,137.8266682465391
Tx Utilization,3,all, ,171.57999091573356,168.40559274838557,168.38050239943124,168.38938918182356,169.13012224262891,166.25894109050694,167.76324624286588,166.37287951497916,167.5612793016964,169.57897387285976


Rx Utilization,0,all, ,69.82519699034303,70.80437229693702,70.62688350415704,70.45383810257321,70.83439974722042,70.129628532496,70.74843493887869,70.03181468096452,70.85358532298517,70.2888105535478
Rx Utilization,1,all, ,103.74105890949306,102.28394257163734,103.62424709204731,103.21386535537255,101.86946304085946,103.4742678278729,103.69934040326244,103.36209688567648,103.72358157078816,103.91584217074471
Rx Utilization,2,all, ,135.70837529869462,135.72937772774847,133.30488575547525,135.07126212058375,133.0709263976934,136.4060568359105,134.65234907281237,136.58292355392302,135.15634812488892,137.8266682465391
Rx Utilization,3,all, ,171.57999091573356,168.40559274838557,168.38050239943124,168.38938918182356,169.13012224262891,166.25894109050694,167.76324624286588,166.37287951497916,167.5612793016964,169.57897387285976


Regenerators Utilization,0,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,1,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,2,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regenerators Utilization,3,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


Tx Utilization Per Node,0,11, ,5.0313802160475545,5.063698481347632,4.999002705531528,4.834646602286865,4.960009479234552,4.857238777968679,4.956899105397239,4.807877638880661,5.013764638505441,4.9721053774907675
Tx Utilization Per Node,0,12, ,4.823518375891147,4.616298358907518,4.746381104725794,4.69773090822916,4.686039852281929,4.513695519086833,4.689130477713925,4.650245867646188,4.745887394592887,4.6591820210518
Tx Utilization Per Node,0,13, ,4.475117009301499,4.502458676461876,4.583950470999467,4.571913817959199,4.529987953472757,4.472184371112033,4.425449769931078,4.461984319766179,4.496998242391927,4.5275391512135394
Tx Utilization Per Node,0,14, ,4.181458222248553,4.123832375535676,4.158046487746114,4.314690838714774,4.227086912731797,4.311718703714675,4.318235677469044,4.114422260402472,4.1842624958034635,4.382348875328317
Tx Utilization Per Node,0,1, ,4.948229555463397,5.0531923297193755,5.1254912415822425,4.958133380729506,4.959476272291012,4.971424057507356,4.926437190196892,5.031765309951221,4.989049509252128,4.711515295139917
Tx Utilization Per Node,0,2, ,4.87454825522839,5.05665817485238,5.021407271362837,5.212542212216364,5.04453265398819,5.219740505954144,5.151065426466813,5.3183146710903095,5.116900685269664,5.168118174457413
Tx Utilization Per Node,0,3, ,5.0719730631751485,5.128581867014239,5.192586448644272,5.174980745304817,5.0487983095365045,5.02446827418686,5.164435096865928,5.13625412247961,5.014603945731382,5.18952544582025
Tx Utilization Per Node,0,4, ,5.568210991962399,5.998686731046468,5.748563303513241,5.87624661808559,5.931433536741908,5.762476055058554,6.031627071114007,5.668295910105259,6.029879337243518,5.891048047870134
Tx Utilization Per Node,0,5, ,5.0845429231589545,5.368692853052116,5.486255109899876,5.258486877184668,5.203744297647965,5.283616722949622,5.346525268084602,5.1424057507356284,5.185072180421431,5.160781641882418
Tx Utilization Per Node,0,6, ,5.912277583585126,5.890386476292039,5.729891186286707,5.996583525880285,6.161275352015325,5.798428026936825,5.8455279736161305,5.98596875802279,6.071005391314651,5.930130141991034
Tx Utilization Per Node,0,7, ,4.773041451902759,4.694432924541343,4.763907814443984,4.75709461460987,4.848184134131169,4.6541165550881765,4.876167624464324,4.654758378260955,4.761745364061852,4.687165511384956
Tx Utilization Per Node,0,8, ,5.204860082548334,5.232488101585797,5.174990619507475,5.00571716333906,5.2426782787289925,5.421243359598712,5.029731224203646,5.214378813910777,5.221794340107036,5.161235855204692
Tx Utilization Per Node,0,9, ,5.494707427375239,5.653474731915398,5.545342338606158,5.28187886328179,5.618381815668385,5.4449414459782375,5.503268361079843,5.351264885360507,5.508639927325868,5.318235677469044
Tx Utilization Per Node,0,10, ,4.38133183245453,4.421490214665166,4.351067401307344,4.513191934751269,4.372770898749926,4.394336157355293,4.483934672275214,4.493877994351956,4.51398187096392,4.529879337243518
Tx Utilization Per Node,1,11, ,7.414538775993838,7.021328277741572,7.007909236329167,6.638920157197306,7.277307107451073,7.09791259355807,6.956000552955349,7.076959535517507,6.952554456227659,7.161611074905701
Tx Utilization Per Node,1,12, ,6.368159646108577,6.994075478405119,6.372563540494105,6.708365424491972,6.563283764835989,6.849645516124573,6.518454884768055,6.396952821059699,6.387404467089283,6.506674960996899
Tx Utilization Per Node,1,13, ,6.076120228291566,6.019076959535518,6.176906214823153,6.165945849872623,5.936953216027805,6.335278551256986,6.394770622272252,6.351255011157849,6.2068349230799615,6.2019669411695
Tx Utilization Per Node,1,14, ,5.909720165096669,5.850642810593045,6.394079428086182,5.982651025929656,6.081175820052531,5.917352923751407,5.8824871141655315,5.770375417185062,6.323755356754942,5.884096609198807
Tx Utilization Per Node,1,1, ,7.378231332819875,7.268904160989,6.949681063254142,7.516914509153386,7.285779173331753,6.872998005411063,7.3946027608270635,7.024902739103817,7.405928471275945,6.719108556984024
Tx Utilization Per Node,1,2, ,7.611973458143255,7.916483993917491,8.087623674388293,8.0191757015621,8.108369374173035,7.521377648754863,7.94905898848668,7.736052688745384,8.032693485001086,7.986768568438099
Tx Utilization Per Node,1,3, ,7.150759326184411,7.233702628512748,7.651766494855541,7.225141694808144,7.160811264490392,7.759513794261113,7.355905760609831,7.763038884610068,7.022730414519027,7.472875565298102
Tx Utilization Per Node,1,4, ,9.052787487410392,9.001204652724292,8.720056480439204,9.155963030985248,8.334814463732053,8.97033789521496,8.841726405592748,9.399026403617908,9.501086162292395,9.616367478326126
Tx Utilization Per Node,1,5, ,7.972500345597093,7.039990520765448,8.464808341726405,7.804164938681201,7.767561269427493,7.810296818531904,7.90155419949839,8.147510713509885,7.7155637182297525,7.733900112565911
Tx Utilization Per Node,1,6, ,9.168888362264747,8.502498173272508,9.119566719987361,9.031429587060845,8.274641072733377,9.23712897683512,9.179285897663764,9.445632640164307,9.316004107668306,8.86512826589253
Tx Utilization Per Node,1,7, ,7.148873353476707,7.545984161778937,6.915239844382566,6.684588344491182,7.300550980508324,7.49697849398661,7.191707644607698,6.214665165787863,7.2497975788455085,7.287497284594269
Tx Utilization Per Node,1,8, ,7.837223769180639,7.765398819045362,7.422536880146928,7.9601378438691075,7.526166637044058,7.552550506546597,7.586142543989573,7.651628256018326,7.73723759306436,7.856695696822482
Tx Utilization Per Node,1,9, ,8.023747457392815,7.566009044769634,7.607105476232794,7.481081027707012,7.856310602918814,7.56169401820803,7.7057685091928825,7.651035803858838,7.459318285048482,7.963840669865908
