Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.2948461170776966,1.3012965564685193,1.2947492158958633,1.2976078138142222,1.3018195940626582,1.2948502108238111,1.302181742029672,1.289741280900771,1.294709699557269,1.2968093235009228
Rate of requests by circuit,1, ,1.7909762540091447,1.8139679858900113,1.8124240945074106,1.8117069414999065,1.8051146775317628,1.8024168244605363,1.797708289207837,1.799262199677933,1.8224545295657828,1.807909609584567
Rate of requests by circuit,2, ,2.164025784312397,2.189505671347914,2.1643893031744015,2.150908413902946,2.153010777927901,2.165782259700392,2.146669298363236,2.165774658302741,2.1454879407101415,2.2179487141790997
Rate of requests by circuit,3, ,2.321074397310306,2.366961176937391,2.2809358895303204,2.327871388015745,2.3409755590502983,2.334745267436098,2.331770062165419,2.332013410297905,2.370527001837813,2.300735775107255


Maximum requests by circuit,0, ,15,16,15,14,15,17,14,15,14,16
Maximum requests by circuit,1, ,23,20,20,24,19,22,19,21,22,20
Maximum requests by circuit,2, ,25,25,25,23,23,24,24,24,26,23
Maximum requests by circuit,3, ,27,30,25,27,24,28,26,26,28,25


Virtual hops,0, ,1.7830867251903293,1.7835840868684165,1.781273329377309,1.7832121044129876,1.7901813035495715,1.7890548025138944,1.7885878764116934,1.7849992829485157,1.7892533147243546,1.7856582697347028
Virtual hops,1, ,1.8243296134716906,1.822022729443224,1.8219895287958114,1.823988759749197,1.8245294010906625,1.819311161400594,1.823337946833389,1.8275075407582757,1.8163729066014858,1.819665092314298
Virtual hops,2, ,1.8239181656226653,1.821051624324195,1.825237420540706,1.8300299033890508,1.826131923695702,1.8267322932857444,1.827280482311106,1.8266987452912478,1.8307527416792666,1.8172863591155994
Virtual hops,3, ,1.8417151471810433,1.841824867535927,1.8460782405605294,1.839659350951558,1.8405546763423013,1.8347600843532437,1.8444081283256,1.837997509436148,1.8292088976158163,1.839835292298175


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


