Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,2.230932083469766,2.2566295995529484,2.2356225515960704,2.2592667980103145,2.2516038342633484,2.237116771874304,2.2536925185119845,2.249299424992107,2.278426269719035,2.250875077028275
Rate of requests by circuit,1, ,2.5664346401574454,2.5312471399901963,2.5265578396091697,2.5407170420103573,2.5535263600393687,2.5835533322264754,2.5533640146747785,2.587248352835326,2.555382078379606,2.5164924911438318
Rate of requests by circuit,2, ,2.692645528684123,2.702603521881967,2.753051293142446,2.7580619922987806,2.71227589260919,2.731096019784897,2.7312340967727433,2.785403505078628,2.729544848329,2.6718980954995053
Rate of requests by circuit,3, ,2.8224377332204753,2.8484184974887055,2.7996980631367365,2.7814229350471162,2.8551939864380302,2.75914603409668,2.893470113577177,2.8639140455686327,2.88196785786513,2.894220876513376


Maximum requests by circuit,0, ,28,25,23,25,25,23,23,24,25,24
Maximum requests by circuit,1, ,26,27,28,36,32,30,31,27,29,29
Maximum requests by circuit,2, ,31,35,31,35,33,31,35,32,36,31
Maximum requests by circuit,3, ,34,40,37,35,38,39,37,33,42,35


Virtual hops,0, ,1.749244108047496,1.7435508042761514,1.7476062313025904,1.751119955201792,1.7441969918487512,1.7453804728634061,1.7440469055895162,1.7458240812978856,1.7451013699177649,1.7462165541385346
Virtual hops,1, ,1.745434338579839,1.7530248109806914,1.7454151667986886,1.7463954375677737,1.7425463941272497,1.7437349071633985,1.744311449400518,1.7384983529741582,1.7501255297354836,1.7477636310817715
Virtual hops,2, ,1.7498235780389944,1.7511710547569053,1.7457790544680252,1.7466138820786945,1.7491710257108013,1.750786734446865,1.7495318257787802,1.7455318550089463,1.7525458453009821,1.747302875251042
Virtual hops,3, ,1.746332809569669,1.7469492872448518,1.7539649479298958,1.7565047679721708,1.7516917008041268,1.7627027137152635,1.748425581653114,1.7484027496967247,1.7466482391275837,1.7476303198186856


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


