Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,2.382129270148946,2.366392674545881,2.364443220598119,2.3609693448085243,2.3820831665009856,2.390409611383828,2.3809263855698153,2.362449792992866,2.374171789614,2.3545452659628365
Rate of requests by circuit,1, ,2.6904729587278298,2.7025379290241247,2.756570592035329,2.6724321071236803,2.6956047357759103,2.65710555923769,2.723761149687377,2.6427657359654293,2.6650016140901105,2.693534916818857
Rate of requests by circuit,2, ,2.8529179484366027,2.83681341554616,2.9027442087624133,2.8690239962321775,2.8830968401827346,2.780792184948029,2.8137579040254166,2.910319189783688,2.8411045130690735,2.8805568850646397
Rate of requests by circuit,3, ,2.938188361528077,3.069043620536232,2.9147850545484815,2.906311640551423,2.9507948385093425,2.9299170125147347,2.9399503586737,3.038003990324541,2.9933647981752562,2.963063758336529


Maximum requests by circuit,0, ,25,25,28,24,24,23,28,24,24,27
Maximum requests by circuit,1, ,33,31,30,30,31,31,32,33,33,31
Maximum requests by circuit,2, ,34,38,38,33,33,32,36,35,41,40
Maximum requests by circuit,3, ,44,39,40,38,38,35,42,40,38,41


Virtual hops,0, ,1.7412366211753472,1.7431143382901477,1.7402786069651741,1.7401129943502824,1.7381163330114582,1.7422623965913728,1.7450221018677075,1.7476711783439491,1.7389219889195022,1.7406339197804055
Virtual hops,1, ,1.7417569817641605,1.7381926292475607,1.741784785791838,1.749612705266209,1.7493361285814115,1.7478014354305793,1.7433638923842052,1.750889110889111,1.7453851367514552,1.741082220379786
Virtual hops,2, ,1.750792345342213,1.7472387595966885,1.7447049620923423,1.7465062851754132,1.7459956297736703,1.747368843898128,1.7588497131316378,1.7495288881760955,1.7504567814476457,1.7517074929396919
Virtual hops,3, ,1.75793871023077,1.7495172774447887,1.7521300222087623,1.753574722078659,1.7490738130713164,1.7540193413433847,1.753816216652215,1.7541026518736282,1.74932264335284,1.752787090519853


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


