Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,1.0681231168897858E16,1.1105415366186244E16,1.1751874369847714E16,1.2344063215863106E16,1.0816732696040576E16,1.0435129679861024E16,1.24215345085717E16,1.1437421113335298E16,1.0973946015341734E16,1.2486273494608916E16
Total consumed energy (Joule),1, ,6.102762185424095E15,5.655697586063116E15,6.323565982412255E15,5.566088987852134E15,5.402732014876113E15,5.389962489328624E15,5.672021577412374E15,5.487390593035128E15,6.180098222711047E15,5.555554681752712E15
Total consumed energy (Joule),2, ,3.6591773770415955E15,3.6293308025107195E15,3.6428464196080415E15,3.5202863435664215E15,3.605335670957543E15,3.3641932192189155E15,3.8157123660443005E15,4.040150198653352E15,3.4762631871201445E15,4.2335135881795355E15
Total consumed energy (Joule),3, ,3.429946395970059E15,2.7866395117617455E15,3.09722940928863E15,2.6607827860667305E15,2.765719334898397E15,2.7728098735568035E15,2.7184394378483065E15,3.1332535335907375E15,2.641470340544218E15,3.0883087391523265E15


Average power consumption (Watt),0, ,3.080242898460072E9,3.080235070129559E9,3.0802274309792085E9,3.0802199767402434E9,3.080239449431998E9,3.0802457684696245E9,3.0802199592043386E9,3.0802311156339555E9,3.0802372758616953E9,3.0802190135687056E9
Average power consumption (Watt),1, ,3.0802995160096526E9,3.080319811365319E9,3.0802949793329706E9,3.0803224458383074E9,3.0803303858092036E9,3.0803309392055955E9,3.080317133173691E9,3.0803270465128E9,3.0802985491020308E9,3.0803237545802794E9
Average power consumption (Watt),2, ,3.0804093975756245E9,3.0804159324611287E9,3.080410019087792E9,3.0804183283810797E9,3.0804138886197815E9,3.080440859638489E9,3.080390273121827E9,3.0803652967929583E9,3.0804291904867764E9,3.0803655855396323E9
Average power consumption (Watt),3, ,3.0804102293381805E9,3.0804672714820232E9,3.0804388925087247E9,3.080485450508549E9,3.080478835056463E9,3.0804786674870343E9,3.080486317283831E9,3.0804303629367685E9,3.0804947524648595E9,3.080442560554354E9


Energy efficiency (bits/Joule),0, ,3116.472803633197,2995.132345364178,2829.310503541942,2690.162360346389,3087.5795122558884,3204.4246028377156,2662.096505250468,2908.7101069578243,3037.016159667452,2662.760708382665
