Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,1.0293265894516188E16,1.0881815033608144E16,1.1749505196127844E16,1.1817062182060054E16,1.1379542826999802E16,1.1479050084180798E16,1.1315159154214452E16,1.2118663542488276E16,1.163484089143764E16,1.4055315060586232E16
Total consumed energy (Joule),1, ,5.357388478952334E15,6.430892873107082E15,5.70398990476592E15,5.499480448539197E15,4.953856138068323E15,5.637227706254111E15,5.760370393002902E15,5.738700726304223E15,5.062524793601129E15,5.350686153302588E15
Total consumed energy (Joule),2, ,3.939044427823636E15,4.108856574520072E15,4.546052347955487E15,4.000498721831937E15,4.166429054341188E15,4.5035444301212565E15,3.952493897215066E15,3.6281495831384005E15,3.7864106516021865E15,3.5533472582499215E15
Total consumed energy (Joule),3, ,2.691553034912911E15,2.4494295437061355E15,2.711603716410531E15,2.8734702554590305E15,2.973898797339998E15,2.700193654758841E15,2.6309427672157705E15,2.7625819246784235E15,2.8680834327500105E15,2.6190338211625255E15


Average power consumption (Watt),0, ,3.0801779890980277E9,3.0801720218983307E9,3.0801663134143896E9,3.080164880674213E9,3.080169095504811E9,3.0801670599596562E9,3.0801680563480086E9,3.080163625784009E9,3.0801655643908443E9,3.0801518951763024E9
Average power consumption (Watt),1, ,3.0802556744294844E9,3.0802272828767004E9,3.0802429893682036E9,3.080252850831314E9,3.080272851621999E9,3.0802459617130322E9,3.0802418607860007E9,3.080245172038983E9,3.080266090902932E9,3.080255223434999E9
Average power consumption (Watt),2, ,3.08031174116169E9,3.0803023459861536E9,3.0802813273151608E9,3.0803081243196726E9,3.0802980575785484E9,3.0802817228833966E9,3.080309217703503E9,3.0803326760758386E9,3.0803209910105953E9,3.0803363253138695E9
Average power consumption (Watt),3, ,3.080406314413615E9,3.0804346131155105E9,3.0804035990231676E9,3.0803816725494266E9,3.0803746669910216E9,3.080404407343944E9,3.0804107061346173E9,3.0803965346116805E9,3.0803837639343743E9,3.08041466310898E9


Energy efficiency (bits/Joule),0, ,3187.462400860741,3023.780617236272,2788.47518083008,2772.236115523381,2874.018990613915,2880.439092385943,2870.513336363452,2722.440332751521,2801.976804487193,2331.4598148846444
Energy efficiency (bits/Joule),1, ,6084.541956362182,5077.180868917584,5653.270530961914,5916.110618940045,6640.313329036519,5767.299615522653,5567.846142268808,5666.401068401353,6500.249379402135,6094.75213818913
Energy efficiency (bits/Joule),2, ,7950.712804616224,7675.435342106883,6925.030584923432,7905.010553830932,7501.024543048091,6982.860048286279,7970.084230615746,8691.833539743788,8280.781011845174,8818.175273822086
Energy efficiency (bits/Joule),3, ,11041.511637840946,12055.258967872658,10872.082355324575,10281.952404341679,10008.28028614384,10987.168497538092,11324.154634765742,10699.716554958344,10298.112451725008,11298.789544748066


Total data transmitted (bits),0, ,3.2809398020832555E19,3.2904221378974577E19,3.276320362643655E19,3.2759686560492417E19,3.270502218930179E19,3.3064704605930516E19,3.248031525524758E19,3.299233840711551E19,3.2600554301707362E19,3.276940224929973E19
Total data transmitted (bits),1, ,3.259725497671685E19,3.265080626539771E19,3.224619803751743E19,3.2535534680255906E19,3.289515694374446E19,3.2511581182892982E19,3.2072856070720664E19,3.2517779926765867E19,3.290767364781366E19,3.261110587361992E19
Total data transmitted (bits),2, ,3.1318210970249572E19,3.1537262967719584E19,3.1481551550254727E19,3.1623984616668615E19,3.12524865934819E19,3.1447620476775924E19,3.150170928179877E19,3.153527223392979E19,3.13544374268357E19,3.133403893200296E19
Total data transmitted (bits),3, ,2.9718814158857023E19,2.9528507472935625E19,2.9480778919819477E19,2.9544884401921274E19,2.9763612706404774E19,2.9667482660818584E19,2.9793202731169874E19,2.955884355391041E19,2.953584571138909E19,2.959191195589272E19


Total energy consumption by transponders (Joule),0, ,3.111497800177823E11,3.078600845905111E11,3.10633332294394E11,3.0692283639316736E11,3.1113030288453815E11,3.062651650015141E11,3.055526836895313E11,3.0981914520776483E11,3.047725943406622E11,3.058029112982117E11
Total energy consumption by transponders (Joule),1, ,2.970571945015005E11,2.9730846482459894E11,2.9278671950735046E11,2.9989495913261957E11,3.023058080171168E11,2.9479928123364813E11,2.9357028208896783E11,2.9863468299400995E11,2.9782644161527344E11,2.9590218757549304E11
Total energy consumption by transponders (Joule),2, ,2.901057652326156E11,2.9008079289668713E11,2.899279914629361E11,2.899348310182258E11,2.883452316476202E11,2.8779532228204474E11,2.87858569132058E11,2.9186497819604095E11,2.902337931877146E11,2.900568062604238E11
Total energy consumption by transponders (Joule),3, ,2.808583294434067E11,2.7809278011608093E11,2.805605369321238E11,2.7685678383867566E11,2.797702478594966E11,2.800884534903411E11,2.7828429192636346E11,2.7950018358799725E11,2.7828482624283704E11,2.803885874435704E11


Total energy consumption by OXCs (Joule),0, ,1.029271012670897E16,1.0881248568207198E16,1.1748915336386162E16,1.1816474427195166E16,1.1378961262669162E16,1.1478471020024852E16,1.1314584697485742E16,1.2118065723652484E16,1.1634259617358226E16,1.4054675232244568E16
Total energy consumption by OXCs (Joule),1, ,5.356964107379415E15,6.430442737816465E15,5.703561566382993E15,5.499049862371142E15,4.953436108186188E15,5.636798941999482E15,5.75993993116109E15,5.738265715173965E15,5.062106660405469E15,5.35026309599378E15
Total energy consumption by OXCs (Joule),2, ,3.9386607152820815E15,4.1084688512663195E15,4.545654387288935E15,4.000113719723663E15,4.166041698364147E15,4.503149612298474E15,3.9521121121817795E15,3.627771500021613E15,3.786030438465767E15,3.5529727609826925E15
Total energy consumption by OXCs (Joule),3, ,2.6912082169424025E15,2.4490932454241575E15,2.711258719709405E15,2.873125115570986E15,2.9735483573147415E15,2.6998494012966675E15,2.6306019636596835E15,2.762236776778838E15,2.867736992874477E15,2.618691196384004E15


Total energy consumption by Amplifiers (Joule),0, ,2.4461802731705948E11,2.5860531645540976E11,2.7922640949967633E11,2.808320285560369E11,2.704340278434815E11,2.7279899103039038E11,2.689040451482796E11,2.879996906282379E11,2.765014852121007E11,3.340254303841802E11
Total energy consumption by Amplifiers (Joule),1, ,1.2731437845072495E11,1.5282682577624686E11,1.3555166344668968E11,1.3069120891306699E11,1.177240740591054E11,1.3396497332580374E11,1.3689155976219772E11,1.3637644723176228E11,1.2030675401259671E11,1.271551212515994E11
Total energy consumption by Amplifiers (Joule),2, ,9.360677630892873E10,9.764246085998447E10,1.0803267510646301E11,9.506727723960127E10,9.901074541387883E10,1.070225005186503E11,9.392646413980644E10,8.621813856289862E10,8.997934322628674E10,8.444046098680171E10
Total energy consumption by Amplifiers (Joule),3, ,6.3959641049213905E10,5.820550185869672E10,6.443616417802989E10,6.828310419257848E10,7.066977738066284E10,6.416500867779737E10,6.251926412820975E10,6.564771600483301E10,6.8155049294621994E10,6.223619112227176E10


