Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,6.487692743823608E11,6.644749518252623E11,6.472765841457466E11,6.653408977867042E11,6.911584556245623E11,6.224996580101727E11,6.461313902816449E11,6.50999832209662E11,6.561196022595972E11,6.488816998238048E11
Total consumed energy (Joule),1, ,5.2223029662205597E11,5.3663643341617865E11,5.1388216242792084E11,5.052991698641449E11,5.118819662422682E11,5.0694958234302094E11,5.0937706642492175E11,5.1576302773847925E11,5.120825690558469E11,5.0674338946582245E11
Total consumed energy (Joule),2, ,4.361356056814512E11,4.215122771185016E11,4.1330270768608606E11,4.2770376486406995E11,4.323374481737408E11,4.287661140106095E11,4.4045446664870953E11,4.1756157009426263E11,4.267362748424333E11,4.417161312170257E11
Total consumed energy (Joule),3, ,3.822848267934199E11,3.913981506094043E11,3.962562755172275E11,3.9051815941120544E11,3.7981224884190216E11,3.7009174546852203E11,3.931338282955905E11,3.89685439179733E11,3.933067796994385E11,3.937270325013183E11


Average power consumption (Watt),0, ,345688.5801238574,342395.5847490123,348267.43353538367,337399.0924358909,320412.8429604393,354443.4103025449,340188.0947426214,343533.61561867123,341277.0136712526,346751.3398519527
Average power consumption (Watt),1, ,387141.6394034296,380709.86058210634,407868.8513190794,408845.1882935434,411254.03257805796,405940.2425793581,418015.66445257235,414611.469013196,413180.6198006579,408229.1495654332
Average power consumption (Watt),2, ,477130.4882244969,468013.25030004955,412237.32934215,441701.2639955529,456403.3789193817,465700.9020037989,445901.9084628477,450931.1528690089,467366.5266298882,453710.0844993953
Average power consumption (Watt),3, ,521083.96929481666,529181.2351422824,541797.7531303097,517003.4734872013,497722.27648000274,501922.06789443357,536466.5118332267,535193.7674747917,476519.6158741063,529118.8589497234


Energy efficiency (bits/Joule),0, ,4.798258366191622E7,4.715409378713747E7,4.793337598351705E7,4.656944465059921E7,4.337627758624023E7,4.9544172562326126E7,4.618318169907847E7,4.740626961590838E7,4.686126682825391E7,4.736031831352074E7
Energy efficiency (bits/Joule),1, ,5.676598809509388E7,5.6286538134551354E7,5.943021295193778E7,5.970281656405336E7,6.0233666774015054E7,5.895457611503509E7,6.039108104461521E7,5.992213903901757E7,5.989186341501615E7,5.886513517105096E7
Energy efficiency (bits/Joule),2, ,6.879731150709127E7,6.5412259116944194E7,5.992282942191374E7,6.4202899262590684E7,6.669368827126963E7,6.5366193592213646E7,6.595801065264288E7,6.434111628031719E7,6.602698390123951E7,6.576980407886131E7
Energy efficiency (bits/Joule),3, ,7.223151194938062E7,7.348651060887057E7,7.45566815913216E7,7.255666638172483E7,7.077437992469421E7,7.201941721432255E7,7.574737340168205E7,7.305446870001127E7,7.088529494213705E7,7.384277484751955E7


Total data transmitted (bits),0, ,3.1129625985332306E19,3.133271419757207E19,3.102615187318468E19,3.098455611325791E19,2.9979881027248116E19,3.0841230476444996E19,2.984040339885539E19,3.086147356564235E19,3.074659575273481E19,3.073124385147381E19
Total data transmitted (bits),1, ,2.9644918800944976E19,3.020540707386937E19,3.0540126345293615E19,3.016778364836748E19,3.0832527782264406E19,2.9886997738726875E19,3.0761831700735795E19,3.090562385932983E19,3.066957928310336E19,2.9829518117942157E19
Total data transmitted (bits),2, ,3.000495712340072E19,2.7572070291848614E19,2.4766267652288414E19,2.7459821729798656E19,2.8834178996495655E19,2.802680881419865E19,2.9051500403219722E19,2.686637753562677E19,2.817610914909626E19,2.9051583408616374E19
Total data transmitted (bits),3, ,2.761301103459581E19,2.8762484347050308E19,2.9543552962300932E19,2.833469580840407E19,2.688097639958928E19,2.6653791824474354E19,2.977885488873885E19,2.8468262719405945E19,2.7879667081736815E19,2.907389661237686E19


Total energy consumption by transponders (Joule),0, ,3.4240943943429425E11,3.4768088096869214E11,3.438849390431715E11,3.434365104021011E11,3.390355342905687E11,3.3580553076755994E11,3.3608383194667786E11,3.4165830701852924E11,3.422837458077078E11,3.434079020168118E11
Total energy consumption by transponders (Joule),1, ,3.020295614287258E11,3.065385545303628E11,3.0821280590943195E11,3.0354789859958527E11,3.0869949129953357E11,3.030908831023507E11,3.1045937172060156E11,3.1269783793941486E11,3.0976824314916516E11,3.0411016010318756E11
Total energy consumption by transponders (Joule),2, ,2.86921128659937E11,2.7449151633296252E11,2.4964083332273563E11,2.6963683531795117E11,2.777050148929493E11,2.78472695745931E11,2.792087178166474E11,2.6640157534005927E11,2.776874544068098E11,2.827914263817193E11
Total energy consumption by transponders (Joule),3, ,2.6252644080774103E11,2.7066100072104504E11,2.7686693873665283E11,2.6721495621936115E11,2.5524368032326553E11,2.4972689125177527E11,2.7350815788483948E11,2.7082708365022324E11,2.5857276964119858E11,2.7225715914792477E11


Total energy consumption by OXCs (Joule),0, ,2.2115561719113013E11,2.2868790314713864E11,2.1901293469055948E11,2.3237694810955035E11,2.541911605611082E11,2.0695929891122644E11,2.2381771792570917E11,2.2330804538424054E11,2.265524217366384E11,2.2051600302362317E11
Total energy consumption by OXCs (Joule),1, ,1.5895892327359363E11,1.6610349208468936E11,1.4846898414689987E11,1.4564058935197635E11,1.4667374937056702E11,1.471619034459805E11,1.4359508174441458E11,1.4658908334918243E11,1.460470483021561E11,1.4627725893219507E11
Total energy consumption by OXCs (Joule),2, ,1.0771522894030746E11,1.061316249140374E11,1.1814454346347028E11,1.1410565411488008E11,1.1162635345386723E11,1.0849409708593889E11,1.1640038619437418E11,1.091196629615036E11,1.075956444507074E11,1.1472486656329395E11
Total energy consumption by OXCs (Joule),3, ,8.645141022146767E10,8.715796215905348E10,8.618500028315886E10,8.901034957196614E10,8.992379388774991E10,8.688920865536359E10,8.635560525118916E10,8.58016945331911E10,9.726204205626137E10,8.768690196008289E10


Total energy consumption by Amplifiers (Joule),0, ,8.520421775693564E10,8.810616770943686E10,8.4378710412012E10,8.952743927506583E10,9.793176077286432E10,7.97348283313801E10,8.622984040926086E10,8.603347980689568E10,8.728343471523671E10,8.495779478337076E10
Total energy consumption by Amplifiers (Joule),1, ,6.124181191973226E10,6.399438680112844E10,5.7200372371598885E10,5.611068191258982E10,5.650872557216292E10,5.669679579470061E10,5.532261295991524E10,5.647610644987087E10,5.626727760453025E10,5.635597043042762E10
Total energy consumption by Amplifiers (Joule),2, ,4.1499248081211555E10,4.088913587149735E10,4.5517330899877106E10,4.39612754312253E10,4.300607982693039E10,4.179932117873173E10,4.484536263768342E10,4.2040331792703384E10,4.1453175984913345E10,4.419983827200921E10
Total energy consumption by Amplifiers (Joule),3, ,3.3306975764210587E10,3.3579187729302208E10,3.3204336497414753E10,3.4292853619885406E10,3.4644774630888E10,3.34756455613843E10,3.327006515957224E10,3.3056660996323807E10,3.7471968001988655E10,3.378297139331083E10


