Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.4844108957503066,1.4892753060532384,1.4950141024494272,1.493201566580122,1.4918242168484284,1.4851983062198997,1.4864567156582507,1.4888073281433767,1.4843501542753643,1.4973671528600048
Rate of requests by circuit,1, ,2.0172921663584336,2.001971257621801,2.012861302703639,2.0269825230215464,2.006025465251094,2.0158693673835666,2.0140760252956125,2.0095295151224914,2.018697124656451,1.9959355981368612
Rate of requests by circuit,2, ,2.256050217290559,2.288879326082228,2.2665108826167804,2.2596151971341976,2.255678278541739,2.253113314658726,2.266440381649855,2.264819185819051,2.247375807859512,2.2444542369309284
Rate of requests by circuit,3, ,2.3597223983587314,2.3576483960637606,2.3699458948269343,2.360900606098761,2.358558874411289,2.3433795738074132,2.347741943389134,2.3416602734430763,2.3806159505918494,2.3759560057725575


Maximum requests by circuit,0, ,13,14,14,14,14,13,14,14,13,14
Maximum requests by circuit,1, ,18,20,18,20,22,17,19,20,18,19
Maximum requests by circuit,2, ,24,25,23,22,23,22,22,23,21,24
Maximum requests by circuit,3, ,25,27,28,26,24,24,28,25,26,28


Virtual hops,0, ,1.6248150658127083,1.6228589432679639,1.623374267107198,1.6173355470315451,1.620836435129512,1.6139660965180207,1.6234163014731857,1.6217433626629512,1.622085748942226,1.6223172279533158
Virtual hops,1, ,1.7256837087309869,1.7245203865641192,1.7227953984265834,1.7225921248995524,1.7248361322424763,1.7194908360051682,1.7210052348004172,1.7204928477671428,1.7188197110551562,1.719364714887103
Virtual hops,2, ,1.7608764871045244,1.7538476364862912,1.7560994448467295,1.758841760724527,1.7564660370259606,1.7539202929979278,1.7593127624330676,1.7559516342266013,1.7605616134324038,1.761483553583486
Virtual hops,3, ,1.7958017321524686,1.7955453858014083,1.7933990485998725,1.79099999022588,1.7930088296110462,1.8003061945513072,1.794472874144658,1.7995233752096267,1.7872506843957763,1.7917725929779444


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


