Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,6.060927554573453E11,6.305302471882579E11,6.453037488205702E11,6.369449963271533E11,6.169921293835748E11,6.167925494060641E11,6.30755711209875E11,6.230410771136025E11,6.338874828695466E11,6.409296851880322E11
Total consumed energy (Joule),1, ,4.817927958976898E11,4.87945918515658E11,4.8443493551305475E11,5.3082493456953534E11,4.9238395276309283E11,4.9373723952496796E11,4.8292210203625995E11,4.968798316975867E11,4.8406905736639746E11,4.8779011088262524E11
Total consumed energy (Joule),2, ,4.1614377308132794E11,3.992664615959546E11,4.232089800820014E11,4.153660973707324E11,4.045458716110974E11,4.295905015322528E11,4.120238958407895E11,3.99774644388777E11,4.2229381840657056E11,4.203417469286331E11
Total consumed energy (Joule),3, ,3.7128280801132404E11,3.5856038320000104E11,3.6865610392325146E11,3.522544641390599E11,3.698327812842894E11,3.7005018204451483E11,3.851438440051984E11,3.7247708831104553E11,3.432785231819094E11,3.9157390071678894E11


Average power consumption (Watt),0, ,339339.9061817983,328278.6716586461,320730.51171583124,322873.46481118485,331358.891474002,337685.63718099083,329041.68943695864,330948.9933377939,327771.58514171164,324610.61108925886
Average power consumption (Watt),1, ,402192.0388680699,399461.72368329455,402411.3236103174,361499.64750470634,393563.5103714285,393390.99628913176,401621.0598995884,389551.46451717487,401565.8320459747,397157.0673741075
Average power consumption (Watt),2, ,463707.11947839457,436319.73790777504,430163.32767326076,434108.7253936306,410900.1600588254,449313.94332815846,451870.0451857989,442593.39988006186,438174.2799045504,430961.9945303258
Average power consumption (Watt),3, ,514391.50452374655,488853.950219618,517742.26237860817,475832.96162066946,518072.25398471765,506094.8837298093,487749.0323098415,524299.5032885063,461387.4324906545,482850.1526529675


Energy efficiency (bits/Joule),0, ,5.118755614145998E7,4.983827838246929E7,4.826080265524207E7,4.895672241336528E7,4.9837888115236744E7,4.940669474837057E7,4.9588842348855674E7,5.0185292481445715E7,4.8848672515048586E7,4.88222589365489E7
Energy efficiency (bits/Joule),1, ,6.031009429076474E7,6.23767749706285E7,6.318345119771406E7,5.789296266698146E7,6.302345187638674E7,6.191901215393561E7,6.219375327117371E7,6.237521386322758E7,6.386054644378722E7,6.309152465218902E7
Energy efficiency (bits/Joule),2, ,7.169354619793579E7,6.663645616057072E7,6.791568479368006E7,6.779733297127499E7,6.321241758948529E7,7.076819551251613E7,6.944058219152886E7,6.813152502831015E7,6.867220045518583E7,6.745785133292888E7
Energy efficiency (bits/Joule),3, ,7.91651462521255E7,7.468756939554533E7,7.867928675287874E7,7.248834765551092E7,7.770509661646414E7,7.640344824228635E7,7.623662751652716E7,8.085204200277779E7,7.074067630381097E7,7.707144059668498E7


Total data transmitted (bits),0, ,3.102440694690504E19,3.142454198793557E19,3.1142876874517434E19,3.1182739377770414E19,3.0749584712200274E19,3.0473681211574686E19,3.1278445523826827E19,3.126749868290112E19,3.0964562062082953E19,3.129163505037088E19
Total data transmitted (bits),1, ,2.9056968949200847E19,3.043649275708783E19,3.0608271106456855E19,3.0731028119736984E19,3.1031736351669862E19,3.057172213499711E19,3.0034738063239725E19,3.0992985766461497E19,3.0912914519947125E19,3.0775421805845164E19
Total data transmitted (bits),2, ,2.9834822820389495E19,2.660570206452502E19,2.874252769310403E19,2.8160713608422576E19,2.557232257038299E19,3.0401344602754322E19,2.8611179204006265E19,2.7237256189857747E19,2.899984574860186E19,2.8355351073335345E19
Total data transmitted (bits),3, ,2.93926577971163E19,2.6780003502743405E19,2.9005599313776566E19,2.5534344059717878E19,2.873789200163136E19,2.8273109930886734E19,2.9362067775707754E19,3.0115533189197025E19,2.4283754890461725E19,3.017916462830622E19


Total energy consumption by transponders (Joule),0, ,3.1453087429194293E11,3.169924927220175E11,3.168679433403612E11,3.149151222981791E11,3.1303832644639624E11,3.186299843482977E11,3.1783316794768805E11,3.1572717836964874E11,3.181926594183693E11,3.186193286072226E11
Total energy consumption by transponders (Joule),1, ,2.8624477803118506E11,2.8854685969207623E11,2.8792168095630756E11,2.911238368858832E11,2.881557803565761E11,2.888579521484568E11,2.866370666944692E11,2.886643040603222E11,2.8729077938919086E11,2.872980027427574E11
Total energy consumption by transponders (Joule),2, ,2.696476192284186E11,2.4988917808488666E11,2.626080421027812E11,2.5917397828048364E11,2.4383026597020535E11,2.7351621425176486E11,2.631784889066071E11,2.5232731921919586E11,2.6497001808742853E11,2.6112448963101245E11
Total energy consumption by transponders (Joule),3, ,2.5345775637893985E11,2.3882851455645853E11,2.524217788983761E11,2.3140949675762537E11,2.533017322800196E11,2.506911573656611E11,2.562437807950862E11,2.5650680889150238E11,2.218257436345359E11,2.591922017532395E11


Total energy consumption by OXCs (Joule),0, ,2.1047324232131967E11,2.2633722731133127E11,2.3709186055984018E11,2.324675346457611E11,2.1941874625164554E11,2.1523815649599307E11,2.2589311748356128E11,2.2184433856890213E11,2.2789437635069553E11,2.326700099208738E11
