Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,8.666059224122042E11,8.886959584886353E11,8.864748801021276E11,8.384665269296934E11,9.329255964369788E11,8.413417035692686E11,8.471273227256534E11,8.864337881123911E11,8.603618382997732E11,8.795307803241937E11
Total consumed energy (Joule),1, ,5.563752176482283E11,5.607117898377646E11,5.594232395053336E11,5.81506855561357E11,5.565840354898766E11,5.506337066626322E11,5.599476564186062E11,5.481637471186421E11,5.790276153885474E11,5.535575853322583E11
Total consumed energy (Joule),2, ,4.7515765210193616E11,4.697119568834038E11,4.484831144569343E11,4.70352677761772E11,4.606998376130941E11,4.6041137732662573E11,4.494269394025203E11,4.559352377483257E11,4.763826865363735E11,4.502350899257308E11
Total consumed energy (Joule),3, ,3.96246800906243E11,4.091147998392484E11,4.0028949396815125E11,3.9199709495462537E11,3.992154345937274E11,4.070668432312373E11,3.975341154076202E11,4.0309623790683344E11,4.18462899493954E11,4.022364322313732E11


Average power consumption (Watt),0, ,235754.68838434698,232610.11658044608,233679.20734556916,239160.50062977165,227176.18733522753,236887.7245573155,237012.5702415691,233392.9234128527,236752.29392394927,233916.44045219824
Average power consumption (Watt),1, ,299285.9332562258,297783.21498082526,294454.09436698613,286199.53834536206,294749.9234326492,294267.34124072484,299738.187769051,300442.0887472733,287580.2809922068,305723.3239356038
Average power consumption (Watt),2, ,337429.4762833534,347431.6326803764,361497.60657293315,351687.5792841817,354590.4969763403,352123.4406099005,358475.8126085862,354848.0247734526,342230.29737408715,363188.54813627753
Average power consumption (Watt),3, ,424168.95691185584,406325.88735482673,416871.9837115521,430795.0681932951,422181.53623150714,404418.33238385076,415256.1830121033,411600.3651257053,398155.4599274525,417979.6263520399


Energy efficiency (bits/Joule),0, ,3.616076894297125E7,3.5330103623170346E7,3.516844724853904E7,3.69369041896534E7,3.336428261354882E7,3.692431041758056E7,3.694172749542337E7,3.492377246058089E7,3.594238020774524E7,3.515104490593399E7
Energy efficiency (bits/Joule),1, ,5.576962238534675E7,5.496758826156004E7,5.5371406116761535E7,5.303003050461337E7,5.5827012734586194E7,5.5593619855089955E7,5.551926404484672E7,5.58757722551063E7,5.307698089264075E7,5.608007627462545E7
Energy efficiency (bits/Joule),2, ,6.392655366225359E7,6.532928764491562E7,6.873088063832805E7,6.5937143515965305E7,6.78749875468081E7,6.686905615058252E7,6.862290843139184E7,6.732679105459504E7,6.487948909385382E7,6.857866304110701E7
Energy efficiency (bits/Joule),3, ,7.637788817756847E7,7.527164564755183E7,7.683694785989076E7,7.876422326789346E7,7.598760130320509E7,7.500889173327635E7,7.625865015784621E7,7.556487372012945E7,7.356249541576321E7,7.670347139203684E7


