Metrics,LoadPoint,Modulation,Bandwidth, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Percentage of cicuits per modulation,0,BPSK,all, ,0.0,0.0,1.2844637684882503E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,0,QPSK,all, ,0.530582676761525,0.5289772690778529,0.5345938204448099,0.5146471457008925,0.5308822205358407,0.5278704789392983,0.5266041742857326,0.539695696313145,0.5145029262257778,0.5379757001779759
Percentage of cicuits per modulation,0,8QAM,all, ,0.24361645521742195,0.22249841031273485,0.22959789861727475,0.24165542926860592,0.22923070986661864,0.23951474700099215,0.23697701127300957,0.2297248673169102,0.25230925046313213,0.22537410289194867
Percentage of cicuits per modulation,0,16QAM,all, ,0.15450646528236328,0.18190518398622912,0.16403244555479202,0.1748539138252103,0.16269438049056556,0.1562254377713925,0.15880379060561148,0.16156495367336185,0.15969564687858567,0.15925314349231234
Percentage of cicuits per modulation,0,32QAM,all, ,0.03186162949476559,0.03116429337598191,0.03140513913953772,0.030668464650356386,0.032200599380040384,0.03182620572356299,0.03420399206975536,0.02792448950743411,0.02995455215604828,0.03795321224114778
Percentage of cicuits per modulation,0,64QAM,all, ,0.03943277324392417,0.03545484324720119,0.04035785160590083,0.038175046554934824,0.0449920897269348,0.04456313056475409,0.043411031765890964,0.0410899931891489,0.04353762427645622,0.039443841196615245
Percentage of cicuits per modulation,1,BPSK,all, ,0.0,8.699491870588468E-4,0.0,1.316170470399326E-5,0.0,0.0,0.0,0.0,0.0,2.1740276167386951E-4
Percentage of cicuits per modulation,1,QPSK,all, ,0.5054381963040101,0.49301074914487947,0.5046481792164216,0.466727210508305,0.4773946865317424,0.4768807303114913,0.4704759397011388,0.4602393975009685,0.4954767151753393,0.4826736586908401
Percentage of cicuits per modulation,1,8QAM,all, ,0.2395252735627624,0.23862310769575504,0.2303891575380769,0.2628853089052094,0.25749884633133363,0.25404463454721876,0.2661970903824633,0.27234584600030204,0.23455564599919262,0.2540581848845789
Percentage of cicuits per modulation,1,16QAM,all, ,0.18292174947932163,0.18532553894011192,0.18436790683904075,0.19035773513385454,0.18474520403454414,0.19206320917245887,0.18480021065104338,0.19148517061832318,0.20124150436445698,0.17872483398334563
Percentage of cicuits per modulation,1,32QAM,all, ,0.024708254818341102,0.029762807036043577,0.03484325142274417,0.025342862407539024,0.03250049442942844,0.028706839079321703,0.028444473701533805,0.02860819834667332,0.021157193247169224,0.030937071782439127
Percentage of cicuits per modulation,1,64QAM,all, ,0.04740652583556481,0.052407847996151134,0.04575150498371657,0.054673721340388004,0.047860768672951415,0.048304586889509366,0.05008228556382068,0.04732138753373299,0.04756894121384185,0.05338884789712238
Percentage of cicuits per modulation,2,BPSK,all, ,6.727437855292812E-6,0.0,6.695188168263469E-6,0.0,0.0,0.0,0.0,2.0158987212482446E-5,0.0,0.0
Percentage of cicuits per modulation,2,QPSK,all, ,0.4468431497864038,0.43774146216700094,0.4445537991845261,0.43697942226375264,0.45769793189889285,0.43889526340157414,0.4427060260695636,0.43319647620903523,0.4434768542233965,0.44436966193069005
Percentage of cicuits per modulation,2,8QAM,all, ,0.2653234215748932,0.26833093273385655,0.26344226404483095,0.26463331831963055,0.24935814066322096,0.27495621716287216,0.2606553635912099,0.2626984820282629,0.2732401391173061,0.2671104261032851
Percentage of cicuits per modulation,2,16QAM,all, ,0.20279188670994652,0.20362916795670843,0.19926888545202562,0.21081927759440144,0.20689771356563813,0.20262898323167663,0.20879143006725465,0.21584227608404954,0.19653015556334422,0.20525780897704252
Percentage of cicuits per modulation,2,32QAM,all, ,0.033731373406438156,0.036628212204019545,0.03424588748066765,0.03192540654642259,0.02695472280436936,0.025175970100180498,0.02953968829285973,0.029553075253499265,0.030748699145345233,0.03303966240181991
Percentage of cicuits per modulation,2,64QAM,all, ,0.05130344108446298,0.05367022493841453,0.058482468649781405,0.055642575275792756,0.05909149106787873,0.058343566103696544,0.058307491979112135,0.058689531437940555,0.05600415195060796,0.05022244058716239
Percentage of cicuits per modulation,3,BPSK,all, ,0.0,0.0,1.9679295345507352E-4,0.0,6.7650759718031634E-6,0.0,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,3,QPSK,all, ,0.40931809824723875,0.4043364146247177,0.39060008278875974,0.41098148273757035,0.40689902447604487,0.40803993515962533,0.3953046500463179,0.4001981111593574,0.4072241932758912,0.4092550606188142
Percentage of cicuits per modulation,3,8QAM,all, ,0.2749397360643905,0.3009243874153097,0.30328508512991725,0.273723122837957,0.27322112327321435,0.2705661324344305,0.2777450960504696,0.2894865392965697,0.2841020442642338,0.26152979350231476
Percentage of cicuits per modulation,3,16QAM,all, ,0.22431803015239626,0.20699360456835922,0.21476218589469542,0.2281218205249949,0.22979610061020986,0.2343545466260623,0.23490949415447865,0.22291576204950064,0.22372022301064368,0.22580338596467409
Percentage of cicuits per modulation,3,32QAM,all, ,0.0327536192408787,0.03179404404234685,0.034744135230688845,0.03232042325171268,0.031085524090435537,0.028316795420478977,0.037656111595702244,0.030571537125488494,0.02696401419158642,0.03434161043756873
Percentage of cicuits per modulation,3,64QAM,all, ,0.05867051629509581,0.05595154934926653,0.056411718002483666,0.05485315064776504,0.05899146247412358,0.058722590359402874,0.05438464815303162,0.0568280503690838,0.05798952525764487,0.06907014947662815


Percentage of cicuits per modulation and bandwidth,0,BPSK,100.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
