Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,2.540327481993198,2.551710666891628,2.5271168286059464,2.53266725133622,2.5410111896418552,2.5409339288742885,2.5304654600297907,2.538554442047393,2.534040983813224,2.5294511863319347
Rate of requests by circuit,1, ,2.959079056566149,2.914818697249361,2.940467811968212,2.952975117564095,2.909248737323104,2.927594121359706,2.9583452607847396,2.935302276519247,2.8844736717607327,2.952654570494195
Rate of requests by circuit,2, ,3.1880711990607056,3.146864158689452,3.201723506853478,3.1520745045036955,3.152497363449662,3.162782604898814,3.152463439281262,3.205468950313655,3.180085347392804,3.144232354355357
Rate of requests by circuit,3, ,3.309867330843864,3.3333935713080978,3.4628860529580887,3.3577837385359772,3.3711892555060405,3.2648216870669606,3.3797615699693786,3.3788313306627917,3.3980394103152913,3.3081045543771754


Maximum requests by circuit,0, ,23,28,23,24,21,23,20,22,23,22
Maximum requests by circuit,1, ,24,26,27,27,24,24,30,27,23,25
Maximum requests by circuit,2, ,35,30,30,27,26,27,26,28,25,28
Maximum requests by circuit,3, ,26,29,31,27,34,28,29,37,26,34


Virtual hops,0, ,1.541967754371744,1.5394982745152328,1.539626037000781,1.540462742227454,1.5371399197295321,1.534927415845892,1.542181192115887,1.5384022299982207,1.542735930222209,1.5394559841740851
Virtual hops,1, ,1.4962160557946282,1.5008951975864286,1.5041861293642624,1.5031456495073794,1.5003956478733926,1.4983977212034894,1.502482543073606,1.5068665281488078,1.4949691819108204,1.5015679252935532
Virtual hops,2, ,1.4726512577152084,1.4713064833978668,1.478602187793892,1.4730061592696018,1.4695391257847934,1.4754960199596057,1.475576420251961,1.474442936263388,1.4690523105561772,1.4707006117237147
Virtual hops,3, ,1.4569571903368224,1.4630634742659827,1.462514886859865,1.4632379213148596,1.466302946136296,1.4628916714623064,1.467158063908096,1.4612944162436547,1.4675109586052324,1.4623769059720457


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


