Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,2.4414326381163387,2.5118930667259987,2.400860311598896,2.5013689246590003,2.507393699302443,2.4797218028299146,2.527889149963971,2.4586403734676665,2.5163950496517224,2.4812373980303017
Rate of requests by circuit,1, ,2.8769647601822554,2.8309668832851735,2.9080627156191285,2.7777418625109234,2.898371080168333,2.6442905415188345,2.852105126305691,2.8935355059000547,2.9839163532201147,2.6345730720718072
Rate of requests by circuit,2, ,3.0284669510289803,2.8377930882109306,3.0719799536329533,2.9928873941646383,2.8976928175667287,3.0435012921088958,2.802917049984089,2.8965907450871953,2.878421966865338,3.0401979315661976
Rate of requests by circuit,3, ,3.2564506626682856,3.030928619845695,3.245000967328521,3.345923856123416,3.248455417707185,3.1615832752404667,3.0391005803557625,3.3926598432328245,3.2532235845413995,3.3506587328715685


Maximum requests by circuit,0, ,24,25,25,24,26,23,28,27,25,25
Maximum requests by circuit,1, ,28,29,29,37,25,28,35,30,35,29
Maximum requests by circuit,2, ,34,34,30,35,30,29,34,29,28,36
Maximum requests by circuit,3, ,37,30,36,38,33,32,35,37,39,37


Virtual hops,0, ,1.760413976679049,1.7531716399433512,1.7649110185157428,1.7554661101172728,1.752694254242334,1.7447174299822081,1.7495858340360102,1.7618442350277548,1.7529265379255425,1.7530261519302615
Virtual hops,1, ,1.739670655701798,1.7325671422682072,1.727107174843268,1.74051597889542,1.7268069606636447,1.7503456850996324,1.7327903258045172,1.7309291259704482,1.7319637883008356,1.7575704766786264
Virtual hops,2, ,1.7245881130381266,1.7259267004757672,1.7092705400563093,1.7237958318039073,1.7329425292076464,1.7129231987991995,1.7464038083410949,1.732085688109282,1.732604604943231,1.725990834466435
Virtual hops,3, ,1.704344188703885,1.72938609187468,1.7030514346628765,1.693480127576055,1.7033708791491906,1.7127031847133758,1.7055544195357146,1.70260320270379,1.7048519736842105,1.6955256821829856


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


