Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.389867262106772,1.3879573109026495,1.391314866787122,1.3877328594097502,1.3897969269003945,1.391454139163178,1.3851475167180696,1.3901219418992508,1.3920727198918728,1.395999372362583
Rate of requests by circuit,1, ,1.9186238524905475,1.934795173606625,1.9214869439962916,1.9228559275211776,1.9148859255402335,1.9225039412756695,1.9126650137010743,1.9426568948826262,1.9416788629536446,1.9332327746588043
Rate of requests by circuit,2, ,2.2717026032105987,2.26335420807089,2.2927370699639167,2.238822959875988,2.24895466820635,2.244788058421917,2.2427950678621547,2.258424107850931,2.2735996394307643,2.2346951900371983
Rate of requests by circuit,3, ,2.4276746335777237,2.4107389098666183,2.482572630386512,2.4778005854279077,2.473804777543135,2.418278024415683,2.4289490773929354,2.430513644263837,2.4138689098643438,2.456921516141739


Maximum requests by circuit,0, ,17,14,15,15,15,14,15,17,15,15
Maximum requests by circuit,1, ,21,20,22,23,20,20,21,22,20,22
Maximum requests by circuit,2, ,26,24,26,26,23,26,27,29,28,23
Maximum requests by circuit,3, ,29,30,28,28,35,33,28,29,32,27


Virtual hops,0, ,1.7752326345565894,1.7730454575757864,1.771485174919755,1.7693707252948236,1.773501342933882,1.7735590249664226,1.7742064550546812,1.7720495830001142,1.7725874791716258,1.7725597386641778
Virtual hops,1, ,1.810983116845933,1.806932911307929,1.8080356291365465,1.8121050374112377,1.8113180543098677,1.8160821949171946,1.8113103079596007,1.8104429927042105,1.8044222389610884,1.8063710061993323
Virtual hops,2, ,1.821745753456155,1.820897951368945,1.8257612766650382,1.8261539934878375,1.8190897513238153,1.8266552943544137,1.822410391003659,1.8215361661836857,1.8178076028374226,1.8242776336820343
Virtual hops,3, ,1.8409947830782731,1.8466246416125265,1.8389394843753009,1.8402777108143291,1.8405681271064034,1.8444048364564767,1.8439262808129202,1.8442538128995445,1.8506300247371676,1.8426212739677117


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


