Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,1.3900062658972436E16,1.1091584581104678E16,1.1838300362743286E16,9.865031977143934E15,1.1261593913506522E16,1.3689031407938088E16,1.0009238705223304E16,1.1642997653604238E16,1.1288467464765512E16,1.0291160580066898E16
Total consumed energy (Joule),1, ,5.93285921378424E15,5.60333625648114E15,5.975322200347446E15,6.205926729618958E15,5.567025718638366E15,6.194290399663656E15,5.162635180934022E15,5.411304655918097E15,5.091888843286914E15,5.421738962743794E15
Total consumed energy (Joule),2, ,3.6510664857000125E15,3.7399608513111175E15,4.3206397184876695E15,3.659995535395289E15,4.2918412246716625E15,4.946514054355659E15,3.8087442847930575E15,4.849458657549473E15,3.946718078853771E15,3.6631119344675275E15
Total consumed energy (Joule),3, ,3.0139667539279425E15,2.832724591212385E15,2.8492855096474455E15,3.0277584214101715E15,2.5279374980001655E15,2.6853648804106675E15,2.9835098886097595E15,2.903900785670426E15,2.7909187223509685E15,2.7619929420224515E15


Average power consumption (Watt),0, ,3.0801487629614606E9,3.080165235365369E9,3.0801603266836414E9,3.0801742424613886E9,3.0801645633659782E9,3.080149129364508E9,3.0801732468160124E9,3.0801597807803416E9,3.080164042020317E9,3.080171939540826E9
Average power consumption (Watt),1, ,3.080230019476284E9,3.080236945427381E9,3.080229722664711E9,3.0802244619615545E9,3.0802398511576543E9,3.080223146281298E9,3.0802514753546853E9,3.0802429218888083E9,3.0802544442770724E9,3.0802445153634186E9
Average power consumption (Watt),2, ,3.080316272719565E9,3.0803106182483783E9,3.0802796448218527E9,3.0803167724016247E9,3.0802818923898244E9,3.0802573386734815E9,3.0803085173479476E9,3.0802615548962784E9,3.0802987917869997E9,3.080316194055417E9
Average power consumption (Watt),3, ,3.0803663253089347E9,3.0803844412698402E9,3.0803807619208975E9,3.0803623937713337E9,3.0804219294142365E9,3.0804025452699814E9,3.0803688843697267E9,3.080373201011435E9,3.080391569124232E9,3.0803927197701077E9


Energy efficiency (bits/Joule),0, ,2375.903010334831,3006.135057520239,2791.1026267135144,3359.452467181062,2948.020816736664,2426.895768495421,3301.022762536534,2845.586143283504,2953.0626865154363,3222.949066362054
Energy efficiency (bits/Joule),1, ,5543.013321682947,5887.681696129696,5544.96725204591,5363.363089195379,5925.795915180874,5326.27799749871,6322.822445313623,6110.990381065559,6487.928396015464,6068.340131095274
Energy efficiency (bits/Joule),2, ,8856.354486234215,8678.948301122515,7442.936822951012,8837.306626014992,7547.123073424692,6574.785009700624,8500.031844033,6752.417870015123,8254.405275979114,8907.982127388981
Energy efficiency (bits/Joule),3, ,10598.136601822911,11288.803535457588,11198.298690987476,10481.81771456058,12673.571462774138,11962.241101569065,10608.694884839902,10898.262639858176,11533.145729571168,11620.04353098174


Total data transmitted (bits),0, ,3.3025200715295388E19,3.3342801252709708E19,3.3041911238276338E19,3.3141106014436258E19,3.319941328665214E19,3.322185239872586E19,3.3040724801603834E19,3.313115278937857E19,3.333555205814254E19,3.3167886383308583E19
Total data transmitted (bits),1, ,3.288591765767546E19,3.2990660314543903E19,3.3132965921349497E19,3.328463835588931E19,3.2989058263214096E19,3.2992512665846022E19,3.264242559897539E19,3.3068430701330764E19,3.3035810215715504E19,3.290095612794103E19
Total data transmitted (bits),2, ,3.2335139050168697E19,3.245892687675134E19,3.215824845943657E19,3.2344502796134076E19,3.239105393419479E19,3.2522266454851043E19,3.237444770651968E19,3.274557129913661E19,3.2577810532892717E19,3.2630935642862014E19
Total data transmitted (bits),3, ,3.1942431371481113E19,3.1978071380256023E19,3.190715019293457E19,3.1736411856947114E19,3.203799653433155E19,3.2122982145158582E19,3.1651146094163624E19,3.1647473442326807E19,3.218807234426229E19,3.209447821856521E19


Total energy consumption by transponders (Joule),0, ,2.882903507512609E11,2.893573115784345E11,2.899720817584522E11,2.862057371680495E11,2.9133563829321246E11,2.8554187854994165E11,2.8715415788673334E11,2.8312479613722296E11,2.9012022680374536E11,2.908745785073193E11
Total energy consumption by transponders (Joule),1, ,2.7955447282606226E11,2.76626031666808E11,2.8097955927626666E11,2.812247733449232E11,2.800848187034843E11,2.780517702834505E11,2.7922104604600757E11,2.776445982515948E11,2.803023146810845E11,2.809845988986231E11
Total energy consumption by transponders (Joule),2, ,2.7426735716911932E11,2.740802199170359E11,2.731922818880233E11,2.755317771758795E11,2.7450276503653033E11,2.769473970981336E11,2.765234281450314E11,2.7815092648343604E11,2.7408039741300378E11,2.7507866839651434E11
Total energy consumption by transponders (Joule),3, ,2.753785474353529E11,2.7547684123928326E11,2.736843705193941E11,2.7277461246827744E11,2.7659842462683484E11,2.7692717014781744E11,2.7507414772005585E11,2.7180330334636023E11,2.7786870582840265E11,2.760204135153239E11


Total energy consumption by OXCs (Joule),0, ,1.389944403243822E16,1.1091031632742226E16,1.1837729053492316E16,9.864511330013696E15,1.1261034946494114E16,1.3688420545090704E16,1.0008713682538162E16,1.1642437832958306E16,1.1287909074469984E16,1.0290625137013118E16
Total energy consumption by OXCs (Joule),1, ,5.932438668121903E15,5.602926470494241E15,5.974899220475053E15,6.205498024088225E15,5.566613336887467E15,6.193865143604652E15,5.162233273510463E15,5.41089841513088E15,5.091487535948096E15,5.421329134057981E15
Total energy consumption by OXCs (Joule),2, ,3.6507054551525995E15,3.7395978952704845E15,4.320263850194532E15,3.659633028253875E15,4.2914647303395045E15,4.946119556770773E15,3.808377250924143E15,4.84906526304146E15,3.9463502089304105E15,3.662749806361072E15
Total energy consumption by OXCs (Joule),3, ,3.013619753260578E15,2.8323817995784515E15,2.848944116861808E15,3.0274136968489265E15,2.527600828251169E15,2.685024140571132E15,2.983163916159945E15,2.903559975943614E15,2.7905745324499865E15,2.761651287807752E15


Total energy consumption by Amplifiers (Joule),0, ,3.303361833921627E11,2.6359105090040836E11,2.813371690576308E11,2.344413932082957E11,2.676313740743242E11,3.253209688804276E11,2.378685270316235E11,2.766958498587722E11,2.6827006846000534E11,2.445684751524589E11
Total energy consumption by Amplifiers (Joule),1, ,1.4099118952254288E11,1.3315995530256647E11,1.4200031310880402E11,1.4748075739870404E11,1.3229693215324716E11,1.4720428869018387E11,1.226863774818433E11,1.2859618895587424E11,1.2100502412100952E11,1.2884408692016566E11
Total energy consumption by Amplifiers (Joule),2, ,8.676319023477438E10,8.887582073513333E10,1.0267601122676294E11,8.697536421945824E10,1.019915672075797E11,1.1755018784721683E11,9.051044078107079E10,1.1524358156155801E11,9.378952591949545E10,8.704943801564833E10
Total energy consumption by Amplifiers (Joule),3, ,7.162211993256998E10,6.731479269232666E10,6.770841510389505E10,7.19499487772532E10,6.007132434899953E10,6.381266940189205E10,7.089830213335654E10,6.900642345585909E10,6.6321195176550735E10,6.563380118984635E10


