Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,8.702011338889781E11,8.606044964853738E11,8.915535423038597E11,8.568820738897546E11,8.816655360729247E11,8.911306551361102E11,8.77914785576329E11,8.616796978286932E11,9.527587134677101E11,8.985899767635831E11
Total consumed energy (Joule),1, ,5.682721624014343E11,5.818674666309757E11,5.73842840085988E11,5.661892326483834E11,5.839781179791188E11,5.83592229852242E11,5.56368550526187E11,5.619321865422555E11,5.559947904838539E11,5.927259901372721E11
Total consumed energy (Joule),2, ,4.578216519321547E11,4.7046191717111896E11,4.612240620624491E11,4.688474634503896E11,4.4842526830114087E11,4.6172836237882104E11,4.673574083688812E11,4.6110458502170935E11,4.6821140655187195E11,4.7299515038803546E11
Total consumed energy (Joule),3, ,4.118164877418352E11,4.077771990417382E11,4.217048610431399E11,4.111515001615061E11,4.2835054004489197E11,4.1206905107184534E11,4.154194814416001E11,4.055262513352995E11,3.9945472742794916E11,4.1776430029192285E11


Average power consumption (Watt),0, ,238320.58648235953,238192.0181032212,236678.846321053,238645.56523725574,237132.95071226932,235710.28591351747,237126.05757958276,238956.07035787578,227947.69105441996,235914.65256180224
Average power consumption (Watt),1, ,302560.63581882627,295876.29612392903,297909.43292132876,298155.14083847735,294214.63232789724,298968.3966321777,311149.4382682504,301148.95863038284,307892.96770891134,292924.11921903247
Average power consumption (Watt),2, ,363413.77538970776,354419.7971056484,374044.5938716299,367900.30186848145,382540.8802901735,364254.614975889,365459.110022122,364957.8500097563,367241.97511827317,358837.18802148773
Average power consumption (Watt),3, ,431335.4504355827,434163.65896541195,408167.08197045664,437718.3827748274,395284.3719940004,419873.6755822655,428702.78929998324,449786.25561684085,447047.6516516152,422920.72464045923


Energy efficiency (bits/Joule),0, ,3.604339956329093E7,3.629700441776219E7,3.500620703549574E7,3.642526749152354E7,3.5490947154834494E7,3.491128799194488E7,3.5408687170962654E7,3.618193205709476E7,3.264638449286309E7,3.469291862349124E7
Energy efficiency (bits/Joule),1, ,5.486844829285709E7,5.3072955057550855E7,5.366699405697291E7,5.42562795975907E7,5.280252503906516E7,5.331149898175319E7,5.57637825023766E7,5.50568599273837E7,5.516208504811699E7,5.1895468224397704E7
Energy efficiency (bits/Joule),2, ,6.4890552927725434E7,6.386505947096364E7,6.505520379514271E7,6.434380945190204E7,6.73402747275478E7,6.469784160022467E7,6.430899425516028E7,6.5071676503227614E7,6.4048623713410705E7,6.329647529774059E7
Energy efficiency (bits/Joule),3, ,7.006203388544956E7,6.942671120563187E7,6.842790203608713E7,6.93746604960031E7,6.628211243030516E7,6.765644385566555E7,6.873972522745338E7,7.075592153682034E7,7.162577713063644E7,6.810526067160253E7


Total data transmitted (bits),0, ,3.1365007169189265E19,3.1237365210875617E19,3.120990788511853E19,3.1212158750125752E19,3.1291144949002994E19,3.1110518939907256E19,3.108581000523499E19,3.117723628181572E19,3.1104127288792437E19,3.1174708939743875E19
Total data transmitted (bits),1, ,3.1180211758993187E19,3.0881425905956745E19,3.0796420288531177E19,3.071932131171602E19,3.083551919685857E19,3.111217656752687E19,3.102521484270482E19,3.093822168314541E19,3.0669831918980334E19,3.075979278694347E19
Total data transmitted (bits),2, ,2.9708300136162177E19,3.0046078318957085E19,3.0005025352696177E19,3.0167431850259472E19,3.0197080762173157E19,2.9872828451516097E19,3.005528488990098E19,3.0004848390687683E19,2.9988296196567605E19,2.9938925852487385E19
Total data transmitted (bits),3, ,2.885270071875528E19,2.831062983411222E19,2.885637891960171E19,2.8523495736126853E19,2.839197865483746E19,2.7879126618499682E19,2.8555821008426762E19,2.8693383620601336E19,2.8611255280533414E19,2.8451946570671043E19


Total energy consumption by transponders (Joule),0, ,2.7414841686299002E11,2.708069074435854E11,2.7663927130786694E11,2.7075163562790155E11,2.7473561901056342E11,2.7398249980362814E11,2.7354928032440662E11,2.730334514165588E11,2.7046036832089185E11,2.7681499918580585E11
