Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.4858325835590203,1.490408673258771,1.476672331287261,1.4910873828468232,1.4886494648705038,1.483904447534067,1.4892482527353863,1.4860656912803736,1.497393003661142,1.4877113162446465
Rate of requests by circuit,1, ,2.001586201859255,1.9855103298735517,2.0153514310140648,1.9930369940734245,1.9973315209989886,1.9993129095677462,1.9820726920239156,2.0245682008520274,1.996408941662837,1.9958658076262776
Rate of requests by circuit,2, ,2.2400038180627386,2.217337709637773,2.215396407843388,2.2543967748503793,2.234462552258917,2.222561125056813,2.227059097704903,2.2263632398374704,2.2833814371627588,2.2220017268302814
Rate of requests by circuit,3, ,2.3078726183432563,2.334699181406908,2.3247221467669896,2.327195280012627,2.339265115931097,2.3124730786843672,2.369497633169831,2.321695911592439,2.352420814780457,2.33687408757437


Maximum requests by circuit,0, ,15,13,18,15,14,15,15,15,14,14
Maximum requests by circuit,1, ,22,20,20,21,18,19,23,20,20,19
Maximum requests by circuit,2, ,23,25,24,24,21,23,21,23,22,25
Maximum requests by circuit,3, ,28,26,30,26,29,26,25,27,29,26


Virtual hops,0, ,1.6670842018703027,1.6638796946448045,1.668033884044669,1.667718402508868,1.6677787868648726,1.6667049050254763,1.6673008891863468,1.6660227968176256,1.668493019697839,1.6663064682706652
Virtual hops,1, ,1.7613019544661181,1.7579398976859362,1.756308005336251,1.7564708702948932,1.755066417302067,1.7535470511542297,1.7604710406152366,1.7536730527788693,1.7565136506170826,1.759312705550708
Virtual hops,2, ,1.7942881516955231,1.795571210930298,1.796764212343715,1.7859748879271866,1.7919005652346742,1.7963805734801805,1.7909965043429423,1.7930476255101349,1.7905981250484233,1.7939186894028358
Virtual hops,3, ,1.8293661060802069,1.8270520552845206,1.8282530839633904,1.823359647730879,1.8243314157846273,1.8337317000298774,1.8232031591062428,1.8289079974153786,1.8236768084937802,1.8262544046850961


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


