Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.2128437003848618,1.2133052795856034,1.2195986094745952,1.2154747998484152,1.2232548519113366,1.2181740722114525,1.2209577709265054,1.2249866736304094,1.2177151214004875,1.2185438581473724
Rate of requests by circuit,1, ,1.6470863454030829,1.6366419571563278,1.636738580574662,1.6395986915311545,1.648854039707431,1.6353007414648866,1.650589797506897,1.6443754113242721,1.641509648793809,1.647394615018105
Rate of requests by circuit,2, ,1.9357114064343763,1.942630857489019,1.933474574424897,1.9395985861747431,1.9366590028769837,1.9390634615525697,1.935690234489864,1.940489479709203,1.9441869435323438,1.928401377096491
Rate of requests by circuit,3, ,2.0802261502374524,2.0896317846213717,2.0771498197393425,2.116014828342896,2.1065274116954833,2.114468702123253,2.098096983973637,2.1184350410823996,2.109165780974176,2.073864714491313


Maximum requests by circuit,0, ,15,15,14,16,13,12,14,15,14,13
Maximum requests by circuit,1, ,18,20,20,19,18,22,20,20,22,21
Maximum requests by circuit,2, ,24,23,22,23,23,22,22,21,24,25
Maximum requests by circuit,3, ,26,27,32,25,26,28,29,29,25,29


Virtual hops,0, ,1.6447381057564874,1.6399462649330712,1.636086681611772,1.6423184679152594,1.6431079810404714,1.644422072007287,1.6416044185756613,1.6372187473060087,1.6460666071788377,1.6391949477886978
Virtual hops,1, ,1.7458254079008995,1.745794463985319,1.743092523391282,1.7476237832048807,1.7425780428590545,1.7503993419227715,1.7472342702103674,1.7476843664866415,1.7485773854496418,1.747405473136484
Virtual hops,2, ,1.7675268961678359,1.7648727928066106,1.7644421832702977,1.7642331842009256,1.7641231695739314,1.7621120871533238,1.7653613040179044,1.7649732902396686,1.7621909653881234,1.7674079054800442
Virtual hops,3, ,1.7838538141738374,1.7804670748903784,1.7827459028295403,1.7788455960553031,1.7838511236226329,1.7760051792944178,1.779733472290575,1.7768140020091183,1.7750709966578444,1.7809864603481624


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


