Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.3809506063449895,1.3808393894680286,1.3770003331495255,1.378183874087812,1.375627050774506,1.373998208975554,1.3783707920396022,1.375705057885354,1.370568637048516,1.3802849967980153
Rate of requests by circuit,1, ,1.9535163694543451,1.9514357095587969,1.9761512764467444,1.9523701203292383,1.9961642106536335,1.9426697521397607,1.9647464650279187,1.939637415108035,1.9619283506003333,1.9499094268991197
Rate of requests by circuit,2, ,2.298072815556368,2.3171640893587178,2.3120046183975784,2.3515942113072335,2.3154263391335332,2.3152610611283277,2.328289496097838,2.274886064778387,2.363509327294928,2.275174361769952
Rate of requests by circuit,3, ,2.5361818877134423,2.2880151519782297,2.5105881625360786,2.40398596826547,2.572009091272228,2.4833801221458676,2.2480467500938874,2.5218575091411255,2.4217602403040153,2.430251235286318


Maximum requests by circuit,0, ,16,15,15,17,15,14,15,14,15,14
Maximum requests by circuit,1, ,22,21,20,21,21,24,22,20,21,20
Maximum requests by circuit,2, ,23,25,26,26,24,22,25,25,27,25
Maximum requests by circuit,3, ,27,28,28,27,32,31,25,29,25,28


Virtual hops,0, ,1.7538867759062788,1.7552892538365548,1.7576635656550252,1.7578281336357227,1.7627906976744185,1.758665016187393,1.7557733146682666,1.7548074174305808,1.7603423001503988,1.7546567576580439
Virtual hops,1, ,1.7958043291694479,1.7971444659712348,1.7923296185782243,1.8011106128407455,1.795565892063976,1.795351852204915,1.7904515858413492,1.7999370721382124,1.795552969456474,1.795396053760366
Virtual hops,2, ,1.8052045323602843,1.8051900690025815,1.8074799438234672,1.8007085661616453,1.80200789362762,1.802503184042441,1.799779217662587,1.813526802930968,1.7956318999607426,1.8122180866922493
Virtual hops,3, ,1.8032498517935411,1.8460420098009314,1.8081972122137109,1.8242313438704096,1.8123122255604345,1.8104320030995738,1.865850685627222,1.8104196676301976,1.8219532937760878,1.817331824221249


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


