Metrics,LoadPoint,Modulation,Bandwidth, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Percentage of cicuits per modulation,0,BPSK,all, ,0.0326675474728634,0.032061226067462055,0.03233966978842917,0.031936550583858636,0.032889040960957225,0.031010557445532473,0.032039286637374,0.030330288414315773,0.030357142857142857,0.0301355530117424
Percentage of cicuits per modulation,0,QPSK,all, ,0.35469029299759075,0.35236426417914296,0.34959781924065797,0.3525369432675416,0.34881357865322904,0.354020825362686,0.3480537606616697,0.3509204547216923,0.35070910973084884,0.355949673937253
Percentage of cicuits per modulation,0,8QAM,all, ,0.21716535841040388,0.2208725229984281,0.2196350945305482,0.2163790430918673,0.22280458912028037,0.21325316154649515,0.22207805634530886,0.21938925851827726,0.21855590062111802,0.21752710283278343
Percentage of cicuits per modulation,0,16QAM,all, ,0.36381959016605786,0.36369727111088207,0.3668983035096596,0.366673555854087,0.3655224971616094,0.36978461156665876,0.36904626518480227,0.36994990617100143,0.37121635610766046,0.36534048823946835
Percentage of cicuits per modulation,0,32QAM,all, ,0.03165721095308412,0.03100471564408483,0.031529112930705136,0.032473907202645445,0.02997029410392398,0.03193084407862763,0.02878263117084518,0.029410092174713215,0.029161490683229815,0.03104718197875283
Percentage of cicuits per modulation,0,64QAM,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,1,BPSK,all, ,0.027177707451064327,0.028885016887489973,0.027388479949536828,0.02655925129373541,0.027727159038124845,0.022794181646894986,0.028005433206660258,0.029329351849958073,0.029117588493880863,0.02407001068982625
Percentage of cicuits per modulation,1,QPSK,all, ,0.3353004428544492,0.3424251559729596,0.3327669791788543,0.3450505999969349,0.33778437948231066,0.3495619851213181,0.33194450803534636,0.3341889432025034,0.33596274909246865,0.34668282927477967
Percentage of cicuits per modulation,1,8QAM,all, ,0.2148430134487099,0.2050412095632757,0.21406660935298277,0.2058022692093527,0.21062329959317846,0.2012922846917512,0.21167630704739812,0.20906878285235106,0.21098125711601595,0.20327548551758706
Percentage of cicuits per modulation,1,16QAM,all, ,0.38537000514710007,0.3902108764632844,0.38866308201791644,0.3873543430174048,0.3915338243776447,0.39266203478519096,0.3958304717427468,0.39123187368334933,0.38878592471191303,0.3904037071703672
Percentage of cicuits per modulation,1,32QAM,all, ,0.03730883109867653,0.03343774111299034,0.03711484950070964,0.03523353648257225,0.0323313375087413,0.03368951375484479,0.03254327996784844,0.0361810484118381,0.035152480585721506,0.03556796734743981
Percentage of cicuits per modulation,1,64QAM,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,2,BPSK,all, ,0.023337060530017675,0.022664481144718664,0.02718553962856936,0.023896232701576037,0.027829409334985542,0.02609429341674727,0.024620528113423655,0.024754645363919074,0.029259443031693852,0.024583569697282245
Percentage of cicuits per modulation,2,QPSK,all, ,0.335190061266869,0.3372095420712975,0.32438689141286264,0.33206775248337955,0.3311338289962825,0.3226339184656226,0.3362879342902251,0.33157816021412767,0.3256114453472265,0.32243824454643905
Percentage of cicuits per modulation,2,8QAM,all, ,0.19740401609736744,0.19482072534586917,0.2051704715742913,0.20228114491159013,0.19928748451053283,0.20419093285041054,0.19887319292959518,0.19679943064315664,0.20786557505840517,0.2055592800783869
Percentage of cicuits per modulation,2,16QAM,all, ,0.40612359521613445,0.40738850745345456,0.4060158534946931,0.40536296342213063,0.404481619165634,0.4112526495585784,0.4048560018986493,0.40934900439910676,0.4016105356736753,0.41011293899231605
Percentage of cicuits per modulation,2,32QAM,all, ,0.037945266889611425,0.03791674398466011,0.037241243889583615,0.03639190648132364,0.037267657992565054,0.03582820570864116,0.03536234276810682,0.03751875937968985,0.03565300088899915,0.03730596668557578
Percentage of cicuits per modulation,2,64QAM,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,3,BPSK,all, ,0.019507542454614724,0.02595981170369898,0.0239730568299345,0.02406968626372464,0.022323467252896634,0.026645734660209676,0.025123525766971886,0.025480445178034064,0.02459474269419632,0.025108409375083136
Percentage of cicuits per modulation,3,QPSK,all, ,0.33027478939207444,0.327573931801035,0.3275663634676072,0.32532949713342785,0.326870997546755,0.32021180352296313,0.32431273070058836,0.3209973516471269,0.32340783222586944,0.3148899944132592
Percentage of cicuits per modulation,3,8QAM,all, ,0.1905781926882683,0.1852625203226115,0.1901668036808189,0.19238295711777276,0.1862129756480921,0.1947155553190357,0.19510980950817414,0.19375434536856687,0.1958535274808876,0.21066801457873313
Percentage of cicuits per modulation,3,16QAM,all, ,0.4225959258489591,0.424357380428661,0.42100824736800235,0.4215183312530411,0.42710357791442316,0.4204193496886808,0.4170748886546945,0.42279175666997487,0.41768501917889844,0.4128175796110564
Percentage of cicuits per modulation,3,32QAM,all, ,0.037043549616083464,0.03684635574399354,0.03728552865363706,0.03669952823203368,0.037488981637833076,0.03800755680911074,0.03837904536957109,0.0369761011362973,0.03845887842014822,0.036516002021868096
Percentage of cicuits per modulation,3,64QAM,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


Percentage of cicuits per modulation and bandwidth,0,BPSK,100.0, ,9.53343177637885E-4,8.91591723142732E-4,0.0010532076367879232,0.0010178774413557921,9.590908855260224E-4,0.001059880672946675,8.942879296975963E-4,9.667230157622378E-4,8.488612836438924E-4,9.375275172095866E-4
