Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,1.0134572614764286E16,1.1430397366266656E16,1.1627884683316552E16,1.1288996601193976E16,1.018725965449424E16,1.313405550833046E16,1.0393585517926514E16,1.082887781238888E16,1.082635885640753E16,1.0153470227879628E16
Total consumed energy (Joule),1, ,5.062612394939269E15,6.949963128212253E15,6.035234794548124E15,5.198546459004726E15,6.55620320898871E15,6.255661207291708E15,5.392928231210373E15,5.088588632782092E15,5.484489044924382E15,5.875701438584793E15
Total consumed energy (Joule),2, ,3.651859615576824E15,3.69694661079339E15,4.1070907389951665E15,3.8356887569631855E15,3.908831853259266E15,3.8298403633461735E15,3.854810499194879E15,4.2488983555837985E15,3.7999123151832225E15,4.375823595693901E15
Total consumed energy (Joule),3, ,2.74549327360089E15,2.9469534027131175E15,2.825723174494873E15,2.8765219488345635E15,2.7951246174563685E15,2.48145502729003E15,3.1312716071590705E15,2.749596106431974E15,2.7865085562758375E15,2.9588753549964365E15


Average power consumption (Watt),0, ,3.0801832116892843E9,3.0801737226917458E9,3.080169667045743E9,3.080175290435959E9,3.0801827823844175E9,3.080160873480428E9,3.0801810215537896E9,3.080177070836456E9,3.0801771265234866E9,3.080183569663608E9
Average power consumption (Watt),1, ,3.080265617195863E9,3.0802158601609435E9,3.0802356882004967E9,3.0802580833530536E9,3.080224439124671E9,3.080231668734304E9,3.0802551512074776E9,3.080263484951147E9,3.0802510298306375E9,3.0802390662211027E9
Average power consumption (Watt),2, ,3.080316081016169E9,3.0803123547579274E9,3.080287574798212E9,3.0803028775796623E9,3.080299298955888E9,3.080306800256415E9,3.0803037712996855E9,3.0802828813973303E9,3.0803063495972104E9,3.0802791325318365E9
Average power consumption (Watt),3, ,3.080370471956907E9,3.0803466976977654E9,3.080360376610833E9,3.080353843237115E9,3.080364744429742E9,3.080400124055319E9,3.0803314522828536E9,3.080372546248285E9,3.0803634602683115E9,3.0803505928642216E9


Energy efficiency (bits/Joule),0, ,3059.50938633542,2747.769948867187,2663.7967719865196,2761.982117700835,3086.369635383977,2383.350046521003,3002.646765914451,2874.574034425224,2895.837427393125,3082.5583339025848
Energy efficiency (bits/Joule),1, ,6024.093891644213,4422.920743835543,5043.166575189441,5846.150041580495,4701.03184053335,4944.165985868095,5726.07528104329,6045.953093844445,5542.953198137774,5200.653584840104
Energy efficiency (bits/Joule),2, ,7868.3048211442765,7806.563283964691,6991.704546637827,7460.96832263772,7321.05454395391,7590.4035705904635,7460.4434650387175,6726.73674450498,7525.50528193016,6586.055228703797
Energy efficiency (bits/Joule),3, ,9841.857459039384,9032.834135426223,9408.34031076475,9293.988141468895,9580.19800068352,10811.686624963098,8587.641601369116,9982.958329275049,9649.457864191942,9147.644287819854


Total data transmitted (bits),0, ,3.100682004136923E19,3.140810238663816E19,3.0974321684450124E19,3.1180006739283263E19,3.1441648865403286E19,3.1303051806788837E19,3.120826594165732E19,3.1128410981456495E19,3.1351375178773955E19,3.1298664268982125E19
Total data transmitted (bits),1, ,3.049765240411593E19,3.0739136088662135E19,3.043669438928541E19,3.0391482597468615E19,3.0820920038462853E19,3.0929027360206205E19,3.0880313037174227E19,3.0765368187670565E19,3.040026609171519E19,3.055748775002616E19
Total data transmitted (bits),2, ,2.873394461938521E19,2.8860447674597384E19,2.871556499328662E19,2.861795231119998E19,2.861677120085553E19,2.9070033968734274E19,2.875859579768107E19,2.8581220692172325E19,2.8596260198782804E19,2.8819415872305267E19
Total data transmitted (bits),3, ,2.7020753453531374E19,2.661934129153751E19,2.658536524966225E19,2.673436088114343E19,2.677784727181679E19,2.682871412899906E19,2.6890238318825165E19,2.744910335284732E19,2.6888296901994013E19,2.7066739239504097E19


Total energy consumption by transponders (Joule),0, ,3.235358343663389E11,3.296915567978746E11,3.200778194363606E11,3.313587727799101E11,3.237979954948543E11,3.2404235728627234E11,3.244145243739547E11,3.241123092847885E11,3.2423264158986334E11,3.253191046740562E11
Total energy consumption by transponders (Joule),1, ,2.970530732300171E11,2.955336023365611E11,2.954848235780848E11,2.923150117046137E11,2.970491271787111E11,2.9811413222398694E11,2.9811179814435693E11,2.95054993987061E11,2.9583528001095917E11,2.9411749594009534E11
Total energy consumption by transponders (Joule),2, ,2.7409968060022253E11,2.7301193464970892E11,2.7026240515257785E11,2.7145735292851172E11,2.720929245164714E11,2.759202931464646E11,2.7392898320371188E11,2.731203087161765E11,2.732082313893854E11,2.7595382617185895E11
Total energy consumption by transponders (Joule),3, ,2.545443166155018E11,2.504797774654726E11,2.5272275399542123E11,2.5116551355603223E11,2.5394913329699292E11,2.5394881004046686E11,2.5064990581695E11,2.5677608290229318E11,2.5200477517254138E11,2.5523433837903946E11


Total energy consumption by OXCs (Joule),0, ,1.0134008232634632E16,1.1429796032535596E16,1.162728826969401E16,1.1288396960757584E16,1.0186693758071682E16,1.313341933524294E16,1.0393014101536146E16,1.0828296353233216E16,1.0825777336786612E16,1.0152903613409306E16
Total energy consumption by OXCs (Joule),1, ,5.06219503301173E15,6.949502431736908E15,6.034795885898694E15,5.198130604474426E15,6.555750354957003E15,6.255214430834854E15,5.39250196043611E15,5.088172651545962E15,5.484062874618314E15,5.875267688633023E15
Total energy consumption by OXCs (Joule),2, ,3.6514987338527885E15,3.6965857452709305E15,4.106722875624267E15,3.8353261486981045E15,3.90846687114965E15,3.829473431237358E15,3.854444964918875E15,4.248524264237175E15,3.7995488063291745E15,4.375443654445337E15
Total energy consumption by OXCs (Joule),3, ,2.7451734870968695E15,2.946632892835069E15,2.8254033028001375E15,2.8762024270809755E15,2.7948042466038925E15,2.481142111300176E15,3.1309465467278665E15,2.74927399070852E15,2.786190334500956E15,2.9585498073383925E15


Total energy consumption by Amplifiers (Joule),0, ,2.408462953065317E11,2.7164217428604297E11,2.763358031621473E11,2.6828166363559164E11,2.420984270718201E11,3.1213073040676666E11,2.4700186599047348E11,2.5734684650828027E11,2.5728697920158124E11,2.4129536564015894E11
Total energy consumption by Amplifiers (Joule),1, ,1.2030885428865016E11,1.651628730197334E11,1.4342382586282358E11,1.2353951860582802E11,1.558049046044037E11,1.4866232466271564E11,1.2815897617113106E11,1.2092624210216072E11,1.3033502600940083E11,1.3963245581196448E11
Total energy consumption by Amplifiers (Joule),2, ,8.678204341031041E10,8.785358779997466E10,9.7600965752083E10,9.11509121565083E10,9.288918507223135E10,9.101181563265097E10,9.160529268904213E10,1.009710379222206E11,9.030062269870822E10,1.0398742238061914E11
Total energy consumption by Amplifiers (Joule),3, ,6.524218741128031E10,7.003010058569894E10,6.714894073550043E10,6.835624001994912E10,6.642171917069017E10,5.896717980860844E10,7.441052535894223E10,6.533964056911177E10,6.62169996983489E10,7.031331968753195E10


