Metrics,LoadPoint,Modulation,Bandwidth, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Percentage of cicuits per modulation,0,BPSK,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.500066000792009E-6
Percentage of cicuits per modulation,0,QPSK,all, ,0.12130205259180397,0.13741163036724824,0.13508901749425695,0.12900132476761136,0.12691530142176954,0.12302658396589145,0.12599293301802025,0.12249942199077388,0.13080575547540294,0.12751353016236194
Percentage of cicuits per modulation,0,8QAM,all, ,0.3447151691002466,0.3183937577314683,0.32346152147022444,0.34596943611460623,0.328211133328178,0.3231940420187509,0.34027352858489474,0.35211771570753836,0.3237427211630626,0.32452039424473095
Percentage of cicuits per modulation,0,16QAM,all, ,0.37299691642349253,0.3644215322440709,0.3970058755963951,0.3691223830296715,0.39871411053788625,0.4112582489616499,0.3889375823424675,0.38331920421891685,0.3788651940007424,0.4010428125137502
Percentage of cicuits per modulation,0,32QAM,all, ,0.04911105840040158,0.07506730925313317,0.03834599752606468,0.057131296110504465,0.03838888213784647,0.04356112769778228,0.04166322137513988,0.03961289896398727,0.06543335050889527,0.03666894002728033
Percentage of cicuits per modulation,0,64QAM,all, ,0.11187480348405532,0.10470577040407941,0.10609758791305884,0.09877555997760644,0.10777057257431977,0.09895999735592548,0.10313273467947764,0.10245075911878365,0.1011529788518968,0.11024882298587584
Percentage of cicuits per modulation,1,BPSK,all, ,5.698005698005698E-6,0.0,0.0,0.0,0.0,5.593560692930298E-6,0.0,0.0,0.0,0.0
Percentage of cicuits per modulation,1,QPSK,all, ,0.14066666666666666,0.13730873746997868,0.15118837523778964,0.13617770326906958,0.13411852620190834,0.12731503493178653,0.1382941067405314,0.12334457700405226,0.13468804822095273,0.15165092481059114
Percentage of cicuits per modulation,1,8QAM,all, ,0.3247977207977208,0.3218961065319607,0.3050067612477367,0.34210114557138865,0.3254925579553756,0.3551966975617669,0.3365433777383233,0.3531795440653793,0.35926184157257884,0.3263348681173941
Percentage of cicuits per modulation,1,16QAM,all, ,0.36607407407407405,0.40892126241726523,0.3903932983429213,0.3861190276613579,0.40137966417390236,0.3863080821358452,0.38637397953737157,0.3773345708917212,0.367313661103864,0.3601019937182677
Percentage of cicuits per modulation,1,32QAM,all, ,0.0755954415954416,0.03969578404952248,0.055659966537553576,0.040318524727577534,0.03659957952029623,0.05863729674398832,0.03358747745571206,0.063030584293573,0.0514990328820116,0.07310675567663713
Percentage of cicuits per modulation,1,64QAM,all, ,0.09286039886039886,0.09217810953127291,0.09775159863399877,0.09528359877060631,0.10240967214851744,0.07253729506592012,0.10520105852806166,0.08311072374527426,0.08723741622059286,0.08880545767710996
Percentage of cicuits per modulation,2,BPSK,all, ,3.9618530152531344E-5,0.0,1.1474140156622013E-5,0.0,0.0,3.4213962718185295E-5,5.727508075786387E-6,0.0,0.0,0.0
Percentage of cicuits per modulation,2,QPSK,all, ,0.14416051164501797,0.1475992481631258,0.16803878259372937,0.1638457722878885,0.13619598822969306,0.13728352540671848,0.1460800934729318,0.1571293803640045,0.14317394317394316,0.15128903308035455
Percentage of cicuits per modulation,2,8QAM,all, ,0.36476214732433426,0.35316967591274134,0.3230601531797711,0.3262276637187413,0.35669421866844103,0.34783625197443074,0.31897637975669546,0.34639101723384186,0.320980595980596,0.3278778749782747
Percentage of cicuits per modulation,2,16QAM,all, ,0.3491467866542151,0.3532380247194851,0.37869825879923125,0.35039984514318206,0.3754108422193797,0.3721452724857014,0.3895507342665353,0.3553530751708428,0.408009933009933,0.37796187938126413
Percentage of cicuits per modulation,2,32QAM,all, ,0.04745167954268897,0.059924816312581876,0.04366484036602507,0.06627387880034359,0.05543286852475378,0.047882440824100314,0.04244656234965291,0.040611122615678424,0.04776507276507277,0.05332831238051098
Percentage of cicuits per modulation,2,64QAM,all, ,0.09443925630359114,0.08606823489206585,0.08652649092108661,0.09325284004984453,0.07626608235773244,0.09481829534633084,0.10294050264610873,0.10051540461563241,0.08007045507045507,0.08954290017959562
Percentage of cicuits per modulation,3,BPSK,all, ,1.7022532158400337E-5,5.768509705517579E-6,0.0,0.0,0.0,0.0,5.921679862143293E-6,0.0,0.0,0.0
Percentage of cicuits per modulation,3,QPSK,all, ,0.13961313458581343,0.1535634968705835,0.155592074076415,0.18479954038510515,0.16337716049748474,0.16676121979637526,0.18304504621871132,0.16371599897781502,0.15314307353346185,0.13961302282470164
Percentage of cicuits per modulation,3,8QAM,all, ,0.37452407837173807,0.37038447117187273,0.3268716619789527,0.3652753839502005,0.3559776973259307,0.34012285806660203,0.3556205624411533,0.3393772991733376,0.33542183053337005,0.3800660410149461
Percentage of cicuits per modulation,3,16QAM,all, ,0.36003790350493936,0.3519944622306827,0.3459722529469393,0.31437421892120804,0.36254288406046137,0.35612368769406266,0.3302047124728343,0.3408036037963475,0.3898030845497108,0.3489398679179701
Percentage of cicuits per modulation,3,32QAM,all, ,0.02981212798674512,0.04238700931614318,0.0772745946970894,0.06128988314172841,0.04920927421505134,0.058720543649994815,0.04532453766484476,0.05631526086517261,0.03363398512806389,0.04020391611632487
Percentage of cicuits per modulation,3,64QAM,all, ,0.09599573301860563,0.08166479190101238,0.09428941630060361,0.07426097360175792,0.06889298390107187,0.07827169079296525,0.08579921952259417,0.09978783718732728,0.08799802625539337,0.09117715212605723


Percentage of cicuits per modulation and bandwidth,0,BPSK,100.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
