Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,1.4360216474700076,1.435280890381049,1.4350563032988446,1.4411844369031164,1.4352761670732332,1.4322628646982358,1.4358118680827876,1.4332529606414612,1.4335976206129426,1.442510619802161
Rate of requests by circuit,1, ,1.9736067082485929,2.0056556405178414,1.964092140473786,1.9840273443017575,1.9675053414638013,1.9960598143426767,1.9893794487170666,1.9811337713174995,1.9769382657327503,1.9731335485025427
Rate of requests by circuit,2, ,2.277690071996072,2.2822190312328505,2.293738113891235,2.312994072963354,2.301864592198822,2.273658917078476,2.307607783147997,2.28178106594289,2.3067571764996146,2.270470747010055
Rate of requests by circuit,3, ,2.4424785924499695,2.4124348993012523,2.3639078104119347,2.429933273357553,2.445271089259756,2.4114647201187505,2.4040063870090718,2.4451088051790975,2.4230613045532796,2.401148749758098


Maximum requests by circuit,0, ,14,15,15,15,16,16,16,16,15,17
Maximum requests by circuit,1, ,20,22,21,21,19,20,21,20,22,22
Maximum requests by circuit,2, ,27,25,26,23,24,24,25,26,26,26
Maximum requests by circuit,3, ,32,29,29,31,30,28,31,29,37,31


Virtual hops,0, ,1.7439167357675922,1.7490354111292121,1.748504761904762,1.745848774400061,1.7434025133282558,1.7431842862314009,1.7501786003448176,1.74140525303316,1.743371681078816,1.7455872126806313
Virtual hops,1, ,1.8000991921561895,1.7990856248389344,1.8048647771424207,1.7978425850794713,1.801880040082073,1.8010783471705316,1.8003436098119692,1.7983463657281433,1.8016483988209369,1.8007846431400998
Virtual hops,2, ,1.8253415791744572,1.8247878019741137,1.8200779764534158,1.8208544616239948,1.8210618246031594,1.8262915306318417,1.824036559841779,1.8287679775873813,1.8277460975750244,1.8254888040370705
Virtual hops,3, ,1.8533572502060407,1.862572615722946,1.8700339194510507,1.858537389247562,1.8548573313541152,1.8624365876887792,1.8591591796209592,1.8602728840824079,1.866945565987255,1.8662109469958479


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


