Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Rate of requests by circuit,0, ,3.128998081702445,3.160845870665958,3.0634414661364033,3.079674235074372,3.0940814254718,3.197463252537788,3.1130754092706554,2.929728361252783,3.109286791796274,3.171879367030995
Rate of requests by circuit,1, ,3.5627602507671328,3.7641873840133684,3.7067294039846224,3.7066634017217295,3.379915267462997,3.498879514595433,3.4600570039731258,3.6832546341599244,3.45696815858277,3.4354679630959737
Rate of requests by circuit,2, ,4.344883468054088,3.879704493266506,3.295657208579157,3.834676507336301,3.71598303839818,3.85149255015664,4.05518891361219,3.8819225574323855,3.8768730025854934,3.767075720127997
Rate of requests by circuit,3, ,4.165330561385288,3.762544815414848,4.064828964261612,4.287027010765838,4.29025826106236,4.067660160440891,3.844719544208542,3.8188068592478595,3.9862956293233545,4.024706167038056


Maximum requests by circuit,0, ,23,24,24,24,23,26,22,23,27,23
Maximum requests by circuit,1, ,31,29,28,28,29,27,29,27,27,27
Maximum requests by circuit,2, ,29,30,35,28,28,33,28,34,29,29
Maximum requests by circuit,3, ,31,35,32,31,41,27,30,32,32,31


Virtual hops,0, ,1.5778974409643316,1.5855768565298636,1.5887746926097752,1.5746125563374713,1.5818433544303798,1.5762778842544112,1.577958344454,1.6079308702726298,1.5863709653487383,1.5719479903568747
Virtual hops,1, ,1.5693168357240268,1.5342278691444518,1.5234443036972527,1.5226268715718734,1.5729495425672166,1.5683251506805571,1.5532496012759172,1.539330743002141,1.5659379583528732,1.5678490626214705
Virtual hops,2, ,1.4900551612329227,1.5296311936936937,1.6184449615862795,1.525203888169972,1.5662877213400948,1.481093895689091,1.4662768494058749,1.4888176368669468,1.4918615416778664,1.5731255926828522
Virtual hops,3, ,1.4700769878503548,1.5713138329625007,1.5023910760351982,1.4515051497196485,1.4584038718158099,1.477747705581897,1.5609321212870777,1.5497273167764616,1.5484331368290412,1.503468841285297


Maximum virtual hops,0, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,1, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,2, ,3,3,3,3,3,3,3,3,3,3
Maximum virtual hops,3, ,3,3,3,3,3,3,3,3,3,3


