Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,5.3364558976604724E11,5.648413731680625E11,5.4366937598284045E11,5.484854597941456E11,5.3620394495058264E11,5.3448722011207983E11,5.4547817048914716E11,5.3396850932250024E11,5.3521186489324634E11,5.526582255366542E11
Total consumed energy (Joule),1, ,4.460659204761176E11,4.512989163309422E11,4.372833804722676E11,4.337433135003925E11,4.4114752261609875E11,4.382514302360049E11,4.348317535823709E11,4.409407669872783E11,4.406383799482479E11,4.2982533250740173E11
Total consumed energy (Joule),2, ,3.866877313865141E11,3.7951023636761255E11,4.183521253369672E11,3.867205841004354E11,3.812285381007669E11,3.921535605194412E11,4.0271288166297833E11,3.8393522304801526E11,3.927520457517671E11,3.857032957262775E11
Total consumed energy (Joule),3, ,3.487221023150599E11,3.619500298146305E11,3.5858119621350586E11,3.5436462270653723E11,3.5170009762820026E11,3.566122152197046E11,3.63387153790836E11,3.6058888734328644E11,3.553492093095461E11,3.624101622627404E11


Average power consumption (Watt),0, ,296444.00499727245,284018.26619279885,289910.6030928826,287487.50038268045,288426.5308698069,292269.94507870503,289411.5749176401,292730.33255246317,290173.43936014985,286758.3332863435
Average power consumption (Watt),1, ,342751.7357994229,339420.39974088565,353715.9397182204,353260.2148749157,348466.51964416495,356081.798330104,356722.92646770505,356320.7537722647,350256.9189615489,354746.7781249099
Average power consumption (Watt),2, ,423652.04545333394,430839.4775187842,380063.84682692616,426350.74561519333,432431.963001147,409108.18478306755,405073.1935422194,424496.8889532909,405223.8645156903,424619.4545821275
Average power consumption (Watt),3, ,481303.6776503206,471140.97797425784,480023.04529105854,474448.3461532609,476344.1819175224,474406.77036457096,467109.88270889624,460487.1058747729,479744.0974185686,481987.3094828539


Energy efficiency (bits/Joule),0, ,5.829497693699262E7,5.571922067094165E7,5.714081831714023E7,5.720574782726458E7,5.7596899680445164E7,5.804843476638696E7,5.708226315558231E7,5.828939856130948E7,5.8482771384878114E7,5.638092122668051E7
Energy efficiency (bits/Joule),1, ,6.866285204394197E7,6.780895964209095E7,6.965318719697893E7,7.103141391465291E7,6.931710163804829E7,6.986778970153353E7,7.080309690006849E7,6.932372173359959E7,6.980538319864568E7,7.127382040006353E7
Energy efficiency (bits/Joule),2, ,7.839360603446423E7,7.755216390547152E7,7.254247779293652E7,7.757977531216393E7,7.884010467606886E7,7.567774275041537E7,7.399168319698592E7,7.76028311374166E7,7.574074378466155E7,7.833647260889055E7
Energy efficiency (bits/Joule),3, ,8.080346365703516E7,7.882822306386456E7,7.960345185255376E7,8.024008035209359E7,8.01402631229382E7,7.974600539096461E7,7.785245136742432E7,7.905010960988286E7,8.051197363057357E7,7.963597578721356E7


Total data transmitted (bits),0, ,3.110885734793955E19,3.1472521115628974E19,3.106571303762849E19,3.137652089990516E19,3.088368482557765E19,3.1026146530143576E19,3.113712847348709E19,3.112470325908751E19,3.1300673137026E19,3.115937987925913E19
Total data transmitted (bits),1, ,3.0628158299496452E19,3.0602110004004237E19,3.0458181158162612E19,3.0809400833959444E19,3.0579067662553326E19,3.0619658764125483E19,3.0787434784119312E19,3.056765503162606E19,3.075893096431788E19,3.0635293552530137E19
Total data transmitted (bits),2, ,3.031384567267511E19,2.9431840054585328E19,3.034829976188474E19,3.0001696023100576E19,3.005609784936917E19,2.967729627164972E19,2.9797403959352373E19,2.9794460281901507E19,2.974733206818626E19,3.021463566082035E19
