Metrics,LoadPoint,Modulation,Bandwidth, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Percentage of cicuits per modulation,0,BPSK,all, ,1.17236043049075E-5,0.0,1.17254600777398E-5,0.0,0.0,1.17328202179958E-5,0.0,0.0,5.865618676129865E-6,0.0
Percentage of cicuits per modulation,0,QPSK,all, ,0.21801800745621233,0.22130224042625607,0.21925437799365652,0.2175174624717734,0.2183909394988557,0.21966186012131736,0.22052189400419484,0.22077433094676402,0.217344634425316,0.21873880013865796
Percentage of cicuits per modulation,0,8QAM,all, ,0.2966189125184647,0.29911861701503395,0.29466667448364003,0.2945044402063906,0.300710052226982,0.29293332238270114,0.30059876029668514,0.2917125056624642,0.2998269642490542,0.3071214960958385
Percentage of cicuits per modulation,0,16QAM,all, ,0.2743499261412929,0.2710458060957433,0.27392433560611834,0.27602990557980084,0.26989026465583005,0.27574474076333727,0.2721781516937534,0.27748721900940704,0.2730093556617884,0.27080603749640136
Percentage of cicuits per modulation,0,32QAM,all, ,0.11155595676334733,0.10659922306852723,0.11523782164402675,0.11257297967684189,0.11609647321166598,0.11384942098532225,0.1112100582355905,0.11252566493508022,0.1100448719828724,0.10855860354987867
Percentage of cicuits per modulation,0,64QAM,all, ,0.09944547351637788,0.10193411339443942,0.09690506481248058,0.09937521206519323,0.09491227040666628,0.09779892292710399,0.09549113576977608,0.09750027944628455,0.09976830806229287,0.09477506271922352
Percentage of cicuits per modulation,1,BPSK,all, ,5.8000603206273344E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1578429386053782E-5
Percentage of cicuits per modulation,1,QPSK,all, ,0.19083358466928055,0.20305648996636122,0.1923417198170432,0.1905322915042418,0.18849285577874617,0.1996350682074898,0.18548731873591773,0.18380191822428557,0.19106781522807423,0.1938634324253915
Percentage of cicuits per modulation,1,8QAM,all, ,0.3274888058835812,0.30636237095464564,0.3191104274967185,0.32210652760211833,0.3262672384358525,0.32820111796565005,0.3189785660638974,0.32671020493010205,0.3224721049893045,0.31235707876226587
Percentage of cicuits per modulation,1,16QAM,all, ,0.3244379741549312,0.3229207748521053,0.33294783649537113,0.3381497715945645,0.3234720510194043,0.31331421785848756,0.3443757582760414,0.33713282634931085,0.33848066138636757,0.33571656004862943
Percentage of cicuits per modulation,1,32QAM,all, ,0.05804120362851774,0.06879712330356107,0.0559394461566929,0.05095375872762868,0.06309716025162473,0.06030063428621079,0.051528106765266625,0.054428603599702044,0.05051164941897439,0.0603236171013402
Percentage of cicuits per modulation,1,64QAM,all, ,0.09919263160336868,0.09886324092332675,0.09966057003417429,0.09825765057144673,0.09867069451437235,0.09854896168216179,0.09963025015887689,0.09792644689659952,0.0974677689772793,0.09772773323298695
Percentage of cicuits per modulation,2,BPSK,all, ,0.0,0.0,5.801911149532656E-6,0.0,0.0,5.792769465153595E-6,1.1601466425356166E-5,0.0,0.0,0.0
Percentage of cicuits per modulation,2,QPSK,all, ,0.18765664160401002,0.19165539304770918,0.18574238354113845,0.18379818692617372,0.19047978493000353,0.19099340203557919,0.18979418998561418,0.1996394223801601,0.1891479346949199,0.19518423507462687
Percentage of cicuits per modulation,2,8QAM,all, ,0.33682586094866795,0.32616079567557527,0.3399107666065202,0.34105482665739856,0.3355010654790591,0.3332000996356348,0.32901178708988815,0.33221836395151333,0.3205880475220402,0.32434701492537316
Percentage of cicuits per modulation,2,16QAM,all, ,0.3366460131811009,0.33492228460613943,0.34160492466218373,0.3379500101369942,0.34051781701631023,0.3361196554460722,0.3420228316859251,0.32809664871507993,0.3542504599562389,0.3342467350746269
Percentage of cicuits per modulation,2,32QAM,all, ,0.0402046783625731,0.04871945236339567,0.03808374478553236,0.041804964230891764,0.039454660527339556,0.03930394082106715,0.0404137082927282,0.04130990544982348,0.039808704635546345,0.04733558768656716
Percentage of cicuits per modulation,2,64QAM,all, ,0.09866680590364801,0.09854207430718047,0.09465237849347576,0.09539201204854172,0.09404667204728753,0.1003771092921815,0.098745881479419,0.09873565950342317,0.09620485319125474,0.09888642723880597
Percentage of cicuits per modulation,3,BPSK,all, ,1.1657864978607819E-5,0.0,0.0,5.826385368781062E-6,5.8493556934703646E-6,0.0,0.0,0.0,5.810372677303523E-6,0.0
Percentage of cicuits per modulation,3,QPSK,all, ,0.18846104524417398,0.19367802721879726,0.1958304872993911,0.1837933264581986,0.190367281043993,0.20107095357846014,0.1871912296116985,0.178175890096247,0.19438020754651203,0.19188361855339495
Percentage of cicuits per modulation,3,8QAM,all, ,0.35213164061133845,0.3587763173199954,0.3507656561056915,0.361498080206021,0.3471066162062249,0.32742489095903776,0.3539054180656499,0.36246076730734644,0.3492208290239736,0.35044459345208595
Percentage of cicuits per modulation,3,16QAM,all, ,0.3192331456417072,0.3053681516808189,0.31894261811770613,0.3208124311758228,0.32508379202030896,0.33588681809470156,0.3247057043601725,0.3287598117991054,0.3211160563838565,0.3149937319611673
Percentage of cicuits per modulation,3,32QAM,all, ,0.045034332412362,0.049616145166918695,0.037701922459440367,0.04315603642656132,0.04290502401160512,0.036606401328818754,0.04520776719367359,0.03754155329554618,0.04407167675734722,0.04774204833678319
Percentage of cicuits per modulation,3,64QAM,all, ,0.0951281782254398,0.09256135861346981,0.09675931601777092,0.09073429934802747,0.09453143736217455,0.09901093603898178,0.08898988076880554,0.09306197750175496,0.09120541991563338,0.09493600769656861


Percentage of cicuits per modulation and bandwidth,0,BPSK,100.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
